row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,5.517.033.777,4.303.134.291,5517033777.0,4303134291.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,(5.517.033.777),(4.303.134.291),-5517033777.0,-4303134291.0
+ Các khoản điều chỉnh tăng,+ Các khoản điều chỉnh tăng,+ Các khoản điều chỉnh tăng,36.044.517.449,59.032.044.566,36044517449.0,59032044566.0
Chênh lệch tỷ giá của phải thu cuối kỳ,Chênh lệch tỷ giá của phải thu cuối kỳ,Chênh lệch tỷ giá của phải thu cuối kỳ,43.355.696,-,43355696.0,
Chi phí không được trì,Chi phí không được trì,Chi phí không được trì,1.423.520.277,1.069.002.667,1423520277.0,1069002667.0
Chi phí lãi vay giao dịch liên kết,Chi phí lãi vay giao dịch liên kết,Chi phí lãi vay giao dịch liên kết,34.577.641.476,57.963.041.899,34577641476.0,57963041899.0
+ Các khoản điều chỉnh giảm,+ Các khoản điều chỉnh giảm,+ Các khoản điều chỉnh giảm,41.561.551.226,63.335.178.857,41561551226.0,63335178857.0
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",30.040.109.000,56.029.729.000,30040109000.0,56029729000.0
Chênh lệch tỷ giá của tiền gửi cuối kỳ,Chênh lệch tỷ giá của tiền gửi cuối kỳ,Chênh lệch tỷ giá của tiền gửi cuối kỳ,20.477.157,-,20477157.0,
Chuyển lỗ năm trước sang,Chuyển lỗ năm trước sang,Chuyển lỗ năm trước sang,11.500.965.069,7.305.449.857,11500965069.0,7305449857.0
Tổng thu nhập tính thuế,Tổng thu nhập tính thuế,Tổng thu nhập tính thuế,-,-,,
Thuế suất TNDN,Tổng thu nhập tính thuế > Thuế suất TNDN,Thuế suất TNDN,20%,20%,0.2,0.2
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,-,-,,
