row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2025VND,01/01/2025VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2025VND,numeric__01/01/2025VND
A -,A -,A -,TÀI SẢN NGĂN HẠN(100=110+130+140+150),100,,2.545.810.279.682,1.418.418.753.929,,100.0,,2545810279682.0,1418418753929.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,1.073.935.637.739,120.678.088.850,,110.0,51.0,1073935637739.0,120678088850.0
1.,1.,1.,Tiền,111,,297.935.637.739,120.678.088.850,,111.0,,297935637739.0,120678088850.0
2.,2.,2.,Các khoản tương đương tiền,112,,776.000.000.000,-,,112.0,,776000000000.0,
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,268.749.091.896,305.139.469.411,,130.0,,268749091896.0,305139469411.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.2,352.688.570.024,408.237.795.595,,131.0,52.0,352688570024.0,408237795595.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,5.3,361.025.456.573,352.420.166.340,,132.0,53.0,361025456573.0,352420166340.0
6.,6.,6.,Phải thu ngắn hạn khác,136,5.4,216.121.150.261,219.311.727.868,,136.0,54.0,216121150261.0,219311727868.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,5.5,(1.309.964.670.774),(1.323.912.263.535),,137.0,55.0,-1309964670774.0,-1323912263535.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,5.6,648.878.585.812,649.082.043.143,,139.0,56.0,648878585812.0,649082043143.0
IV.,IV.,IV.,Hàng tồn kho,140,5.7,972.985.442.030,843.262.589.484,,140.0,57.0,972985442030.0,843262589484.0
1.,1.,1.,Hàng tồn kho,141,,976.171.686.180,853.424.932.030,,141.0,,976171686180.0,853424932030.0
2,2,2,Dự phòng giảm giá hàng tồn kho,149,,(3.186.244.150),(10.162.342.546),,149.0,,-3186244150.0,-10162342546.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,230.140.108.017,149.338.606.184,,150.0,,230140108017.0,149338606184.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.8,10.692.083.028,8.881.728.760,,151.0,58.0,10692083028.0,8881728760.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,211.450.331.862,136.552.894.191,,152.0,,211450331862.0,136552894191.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,5.17,7.997.693.127,3.903.983.233,,153.0,517.0,7997693127.0,3903983233.0
B -,B -,B -,TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),200,,3.014.251.672.602,3.073.063.578.442,,200.0,,3014251672602.0,3073063578442.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,676.924.698.874,654.631.312.654,,210.0,,676924698874.0,654631312654.0
