row_label_raw,row_label_full,col_0,31/12/2025VND,01/01/2025VND,numeric__31/12/2025VND,numeric__01/01/2025VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,352.688.570.024,408.237.795.595,352688570024.0,408237795595.0
Công ty TNHH Nhà máy Bia Heineken Việt Nam,Công ty TNHH Nhà máy Bia Heineken Việt Nam,Công ty TNHH Nhà máy Bia Heineken Việt Nam,27.535.959.360,36.097.740.900,27535959360.0,36097740900.0
Công ty TNHH Xuất nhập khẩu Thương mại,Công ty TNHH Xuất nhập khẩu Thương mại,Công ty TNHH Xuất nhập khẩu Thương mại,58.768.539.483,58.768.539.483,58768539483.0,58768539483.0
Võ Thị Thu Hà,Võ Thị Thu Hà,Võ Thị Thu Hà,,,,
PADIBERAS NASIONAL BERHAD (BERNAS),Võ Thị Thu Hà > PADIBERAS NASIONAL BERHAD (BERNAS),PADIBERAS NASIONAL BERHAD (BERNAS),8.833.796.300,56.423.359.500,8833796300.0,56423359500.0
OLAM GLOBAL AGRI PTE LTD,Võ Thị Thu Hà > OLAM GLOBAL AGRI PTE LTD,OLAM GLOBAL AGRI PTE LTD,34.668.761.559,44.588.215.800,34668761559.0,44588215800.0
Các khách hàng khác,Võ Thị Thu Hà > Các khách hàng khác,Các khách hàng khác,222.881.513.322,212.359.939.912,222881513322.0,212359939912.0
Dài hạn,Võ Thị Thu Hà > Dài hạn,Dài hạn,675.629.698.874,654.472.246.120,675629698874.0,654472246120.0
Hỗ trợ chính phù Cuba (*),Võ Thị Thu Hà > Hỗ trợ chính phù Cuba (*),Hỗ trợ chính phù Cuba (*),675.629.698.874,654.472.246.120,675629698874.0,654472246120.0
Tổng,Võ Thị Thu Hà > Tổng,Tổng,1.028.318.268.898,1.062.710.041.715,1028318268898.0,1062710041715.0
Trong đó: Phải thu các bên liên quan được trình bày tại Thuyết minh 7.1,Võ Thị Thu Hà > Trong đó: Phải thu các bên liên quan được trình bày tại Thuyết minh 7.1,Trong đó: Phải thu các bên liên quan được trình bày tại Thuyết minh 7.1,77.103.560.479,70.842.623.359,77103560479.0,70842623359.0
