row_label_raw,row_label_full,col_0,01/01/2025,Số phải nộp trong năm,Số đã nộp trong năm,31/12/2025,numeric__01/01/2025,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__31/12/2025
a. Thuế và các khoản phải nộp Nhà nước,a. Thuế và các khoản phải nộp Nhà nước,a. Thuế và các khoản phải nộp Nhà nước,608.655.448,53.699.715.863,52.489.451.058,1.818.920.253,608655448.0,53699715863.0,52489451058.0,1818920253.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,372.894.566,10.765.883.067,10.118.720.186,1.020.057.447,372894566.0,10765883067.0,10118720186.0,1020057447.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,109.259.205,2.452.758.584,1.811.799.103,750.218.686,109259205.0,2452758584.0,1811799103.0,750218686.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,40.929.160,530.162.360,529.473.400,41.618.120,40929160.0,530162360.0,529473400.0,41618120.0
Thuế bảo vệ môi trường và các loại thuế khác,Thuế bảo vệ môi trường và các loại thuế khác,Thuế bảo vệ môi trường và các loại thuế khác,6.942.000,581.973.594,581.889.594,7.026.000,6942000.0,581973594.0,581889594.0,7026000.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",78.630.517,37.169.054.194,37.247.684.711,-,78630517.0,37169054194.0,37247684711.0,
Thuế đất Phi Nông nghiệp,Thuế đất Phi Nông nghiệp,Thuế đất Phi Nông nghiệp,-,38.503.750,38.503.750,-,,38503750.0,38503750.0,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",-,2.161.380.314,2.161.380.314,-,,2161380314.0,2161380314.0,
,,,01/01/2025,Số phải nộp trong năm,Số đã nộp trong năm,31/12/2025,,,,
b. Thuế và các khoản phải thu Nhà nước,b. Thuế và các khoản phải thu Nhà nước,b. Thuế và các khoản phải thu Nhà nước,3.903.983.233,415.292.796,4.509.002.690,7.997.693.127,3903983233.0,415292796.0,4509002690.0,7997693127.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,148.148,148.148,-,-,148148.0,148148.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,3.656.772.447,-,-,3.656.772.447,3656772447.0,,,3656772447.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,20.265.659,412.974.336,692.503.767,299.795.090,20265659.0,412974336.0,692503767.0,299795090.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,-,3.814.390.763,3.814.390.763,,,3814390763.0,3814390763.0
Thuế Bảo vệ môi trường và thuế khác,Thuế Bảo vệ môi trường và thuế khác,Thuế Bảo vệ môi trường và thuế khác,226.796.979,2.170.312,2.108.160,226.734.827,226796979.0,2170312.0,2108160.0,226734827.0
