row_label_raw,row_label_full,Công ty Lương thực Bến Tre,"Số 199D2, khu phố 4, Phường Bến Tre, Vĩnh Long","numeric__Số 199D2, khu phố 4, Phường Bến Tre, Vĩnh Long"
Công ty Lương thực Sóc Trăng,Công ty Lương thực Sóc Trăng,Công ty Lương thực Sóc Trăng,"Số 76 Lê Duẩn, Khóm 1, Phường Phú Lợi, TP. Cần Thơ",
Công ty Lương thực Thực Phẩm An Giang,Công ty Lương thực Thực Phẩm An Giang,Công ty Lương thực Thực Phẩm An Giang,"Số 06 Nguyễn Du, Phường Long Xuyên, An Giang",
Công ty Lương thực Trà Vinh,Công ty Lương thực Trà Vinh,Công ty Lương thực Trà Vinh,"Số 102, Trần Phú, Phường Trà Vinh, Vĩnh Long",
Công ty Lương thực Đồng tháp,Công ty Lương thực Đồng tháp,Công ty Lương thực Đồng tháp,"Số 531, Quốc lộ 30, Phường Mỹ Ngãi, Đồng Tháp",
Chi nhánh Tổng Công ty Lương thực Miền Nam - Công ty cổ phần - Công ty Bột mì Bình Đông,Chi nhánh Tổng Công ty Lương thực Miền Nam - Công ty cổ phần - Công ty Bột mì Bình Đông,Chi nhánh Tổng Công ty Lương thực Miền Nam - Công ty cổ phần - Công ty Bột mì Bình Đông,"277A Bến Bình Đông, Phường Phú Định, TP. Hồ Chí Minh",
Công ty Lương thực Sông Hậu,Công ty Lương thực Sông Hậu,Công ty Lương thực Sông Hậu,"Lô 18 Khu công nghiệp Trà Nóc I, Phường Thới An Đông, TP. Cần Thơ",
Công ty Nông sản Thực phẩm Trà Vinh,Công ty Nông sản Thực phẩm Trà Vinh,Công ty Nông sản Thực phẩm Trà Vinh,"Âp Vĩnh Yên, Phường Long Đức, Vĩnh Long",
Công ty Lương thực Long An,Công ty Lương thực Long An,Công ty Lương thực Long An,"10 Cử Luyện, Phường Long An, Tây Ninh",
Công ty Lương thực Bạc Liêu,Công ty Lương thực Bạc Liêu,Công ty Lương thực Bạc Liêu,"Số 166, đường Võ Thị Sáu, Phường Bạc Liêu, Cà Mau",
Công ty Lương thực Vĩnh Long,Công ty Lương thực Vĩnh Long,Công ty Lương thực Vĩnh Long,"Số 09, đường Tinh lộ 901, ấp Hồi Thạnh, Xã Hòa Bình, Vĩnh Long",
Công ty Nông sản Thực Phẩm Tiền Giang,Công ty Nông sản Thực Phẩm Tiền Giang,Công ty Nông sản Thực Phẩm Tiền Giang,"Âp Bình, Xã An Hữu, Đồng Tháp",
Công ty Lương thực Tiền Giang,Công ty Lương thực Tiền Giang,Công ty Lương thực Tiền Giang,"Số 256, Khu phố 2, Phường Trung An, Đồng Tháp",
Tổng Công ty Lương thực miền Nam - Công ty Cổ phần - Chi nhánh Thốt Nốt,Tổng Công ty Lương thực miền Nam - Công ty Cổ phần - Chi nhánh Thốt Nốt,Tổng Công ty Lương thực miền Nam - Công ty Cổ phần - Chi nhánh Thốt Nốt,"Khu vực Thới Hòa 1, Phường Thốt Nốt, TP. Cần Thơ",
