row_label_raw,row_label_full,col_0,31/12/2018 > Giá gốc,31/12/2018 > Giá trị hợp lý,31/12/2018 > Dự phòng,01/01/2018 > Giá gốc,01/01/2018 > Giá trị hợp lý,01/01/2018 > Dự phòng,numeric__31/12/2018 > Giá gốc,numeric__31/12/2018 > Giá trị hợp lý,numeric__31/12/2018 > Dự phòng,numeric__01/01/2018 > Giá gốc,numeric__01/01/2018 > Giá trị hợp lý,numeric__01/01/2018 > Dự phòng
,,,VND,VND,VND,VND,VND,VND,,,,,,
"Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết",693.004.202.177,,-,619.433.227.337,,-,693004202177.0,,,619433227337.0,,
"- Công ty TNHH Kính nổi Việt Nam\( ^{(4,2)} \)","- Công ty TNHH Kính nổi Việt Nam\( ^{(4,2)} \)","- Công ty TNHH Kính nổi Việt Nam\( ^{(4,2)} \)",286.821.000.000,,-,286.821.000.000,,-,286821000000.0,,,286821000000.0,,
"- Công ty CP Viglacera Từ Sơn (VTS)\( ^{(4,4)} \)","- Công ty CP Viglacera Từ Sơn (VTS)\( ^{(4,4)} \)","- Công ty CP Viglacera Từ Sơn (VTS)\( ^{(4,4)} \)",4.837.506.400,7.231.324.000,-,4.837.506.400,6.732.612.000,-,4837506400.0,7231324000.0,,4837506400.0,6732612000.0,
"- Công ty CP Viglacera Hạ Long I (HLY)\( ^{(4,4)} \)","- Công ty CP Viglacera Hạ Long I (HLY)\( ^{(4,4)} \)","- Công ty CP Viglacera Hạ Long I (HLY)\( ^{(4,4)} \)",2.002.000.000,4.290.000.000,-,2.002.000.000,3.744.000.000,-,2002000000.0,4290000000.0,,2002000000.0,3744000000.0,
"- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera\( ^{(4,2)} \)","- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera\( ^{(4,2)} \)","- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera\( ^{(4,2)} \)",6.789.858.320,,-,6.789.858.320,,-,6789858320.0,,,6789858320.0,,
"- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương\( ^{(4,2)} \)","- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương\( ^{(4,2)} \)","- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương\( ^{(4,2)} \)",3.482.862.617,,-,3.482.862.617,,-,3482862617.0,,,3482862617.0,,
"- Công ty CP Visaho\( ^{(4,2)} \)","- Công ty CP Visaho\( ^{(4,2)} \)","- Công ty CP Visaho\( ^{(4,2)} \)",-,,-,5.400.000.000,,-,,,,5400000000.0,,
"- Công ty TNHH Kính nổi siêu trắng Phú Mỹ\( ^{(4,2)} \)","- Công ty TNHH Kính nổi siêu trắng Phú Mỹ\( ^{(4,2)} \)","- Công ty TNHH Kính nổi siêu trắng Phú Mỹ\( ^{(4,2)} \)",310.100.000.000,,-,310.100.000.000,,-,310100000000.0,,,310100000000.0,,
"- Công ty SANVIG - CTCP\( ^{(4,2)} \)","- Công ty SANVIG - CTCP\( ^{(4,2)} \)","- Công ty SANVIG - CTCP\( ^{(4,2)} \)",78.970.974.840,,-,-,,-,78970974840.0,,,,,
Các khoản đầu tư khác,Các khoản đầu tư khác,Các khoản đầu tư khác,8.242.682.344,,(624.690.203),3.362.682.344,,(1.053.204.027),8242682344.0,,-624690203.0,3362682344.0,,-1053204027.0
"- Công ty CP Viglacera Hợp Thịnh\( ^{(4,2)} \)","- Công ty CP Viglacera Hợp Thịnh\( ^{(4,2)} \)","- Công ty CP Viglacera Hợp Thịnh\( ^{(4,2)} \)",1.305.017.929,,(605.000.000),1.305.017.929,,(605.000.000),1305017929.0,,-605000000.0,1305017929.0,,-605000000.0
"- Công ty CP Cầu Xây\( ^{(4,2)} \)","- Công ty CP Cầu Xây\( ^{(4,2)} \)","- Công ty CP Cầu Xây\( ^{(4,2)} \)",1.184.497.242,,-,1.184.497.242,,-,1184497242.0,,,1184497242.0,,
"- Công ty CP Tư vấn Xây dựng Viglacera Land\( ^{(4,2)} \)","- Công ty CP Tư vấn Xây dựng Viglacera Land\( ^{(4,2)} \)","- Công ty CP Tư vấn Xây dựng Viglacera Land\( ^{(4,2)} \)",353.167.173,,(19.690.203),353.167.173,,(19.690.203),353167173.0,,-19690203.0,353167173.0,,-19690203.0
"- Công ty CP Thủy tinh Gò Vấp\( ^{(4,2)} \)","- Công ty CP Thủy tinh Gò Vấp\( ^{(4,2)} \)","- Công ty CP Thủy tinh Gò Vấp\( ^{(4,2)} \)",-,,-,520.000.000,,(428.513.824),,,,520000000.0,,-428513824.0
"- Công ty CP Visaho\( ^{(4,2)} \)","- Công ty CP Visaho\( ^{(4,2)} \)","- Công ty CP Visaho\( ^{(4,2)} \)",5.400.000.000,,-,-,,-,5400000000.0,,,,,
,,,1.728.580.715.843,,(239.669.756.818),1.237.946.364.807,,(111.490.668.563),1728580715843.0,,-239669756818.0,1237946364807.0,,-111490668563.0
