row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2018 > VND,Năm 2017 (Đã điều chỉnh) > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2018 > VND,numeric__Năm 2017 (Đã điều chỉnh) > VND
I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế,,607.607.068.490,593.466.491.245,,,607607068490.0,593466491245.0
01,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Điều chỉnh cho các khoản,,141.365.408.905,279.701.030.031,,,141365408905.0,279701030031.0
02,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,- Khấu hao tài sản cố định và Bất động sản đầu tư,,250.214.567.667,235.719.152.831,,,250214567667.0,235719152831.0
03,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,- Các khoản dự phòng,,(9.173.705.052),142.246.901.792,,,-9173705052.0,142246901792.0
04,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(724.638.665),(294.268.390),,,-724638665.0,-294268390.0
05,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(169.332.457.707),(186.383.846.089),,,-169332457707.0,-186383846089.0
06,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,- Chi phí lãi vay,,25.381.642.662,26.413.089.887,,,25381642662.0,26413089887.0
07,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,- Các khoản điều chỉnh khác,,45.000.000.000,62.000.000.000,,,45000000000.0,62000000000.0
08,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,748.972.477.395,873.167.521.276,,,748972477395.0,873167521276.0
09,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,"- Tăng, giảm các khoản phải thu",,325.997.302.216,(74.055.022.098),,,325997302216.0,-74055022098.0
10,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,"- Tăng, giảm hàng tồn kho",,61.462.954.298,202.678.829.403,,,61462954298.0,202678829403.0
11,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,331.317.304.033,597.166.231.625,,,331317304033.0,597166231625.0
12,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,"- Tăng, giảm chi phí trả trước",,(12.735.536.537),27.570.388.792,,,-12735536537.0,27570388792.0
14,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,- Tiền lãi vay đã trả,,(25.518.290.883),(28.414.716.901),,,-25518290883.0,-28414716901.0
15,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(107.878.990.332),(99.285.910.195),,,-107878990332.0,-99285910195.0
16,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,12.600.000.000,13.271.800.000,,,12600000000.0,13271800000.0
17,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,- Tiền chỉ khác cho hoạt động kinh doanh,,(47.420.960.022),(36.786.167.737),,,-47420960022.0,-36786167737.0
20,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.286.796.260.168,1.475.312.954.165,,,1286796260168.0,1475312954165.0
