row_label_raw,row_label_full,col_0,31/12/2018 > Giá trị,31/12/2018 > Dự phòng,01/01/2018 (Đã điều chỉnh) > Giá trị,01/01/2018 (Đã điều chỉnh) > Dự phòng,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Dự phòng,numeric__01/01/2018 (Đã điều chỉnh) > Giá trị,numeric__01/01/2018 (Đã điều chỉnh) > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
Phải thu về cổ phần hóa,a) Ngắn hạn > Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,-,-,90.601.572.391,-,,,90601572391.0,
"Ký cược, ký quỹ","a) Ngắn hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",6.519.818.363,-,3.088.731.850,-,6519818363.0,,3088731850.0,
Phải thu về tiền tạm ứng,a) Ngắn hạn > Phải thu về tiền tạm ứng,Phải thu về tiền tạm ứng,26.232.013.727,-,17.649.905.570,-,26232013727.0,,17649905570.0,
Phải thu khác,a) Ngắn hạn > Phải thu khác,Phải thu khác,42.770.187.431,(6.265.724.053),38.342.203.919,(6.265.724.053),42770187431.0,-6265724053.0,38342203919.0,-6265724053.0
- Phải thu về lãi tiền gửi,a) Ngắn hạn > - Phải thu về lãi tiền gửi,- Phải thu về lãi tiền gửi,5.970.855.997,-,428.103.075,-,5970855997.0,,428103075.0,
- Phải thu theo quyết toán khối lượng được nghiệm thu,a) Ngắn hạn > - Phải thu theo quyết toán khối lượng được nghiệm thu,- Phải thu theo quyết toán khối lượng được nghiệm thu,6.238.623.420,-,8.511.302.491,-,6238623420.0,,8511302491.0,
- Phải thu Công ty CP Hợp Thịnh Viglacera\( ^{(7.1)} \),a) Ngắn hạn > - Phải thu Công ty CP Hợp Thịnh Viglacera\( ^{(7.1)} \),- Phải thu Công ty CP Hợp Thịnh Viglacera\( ^{(7.1)} \),5.000.000.000,-,5.000.000.000,-,5000000000.0,,5000000000.0,
- Phải thu Công ty CP Đầu tư Cơ khí và Xây dựng Hà Nội,a) Ngắn hạn > - Phải thu Công ty CP Đầu tư Cơ khí và Xây dựng Hà Nội,- Phải thu Công ty CP Đầu tư Cơ khí và Xây dựng Hà Nội,5.000.000.000,(5.000.000.000),5.000.000.000,(5.000.000.000),5000000000.0,-5000000000.0,5000000000.0,-5000000000.0
- Chi phí Quy hoạch tại Thị trấn Chờ - Bắc Ninh,a) Ngắn hạn > - Chi phí Quy hoạch tại Thị trấn Chờ - Bắc Ninh,- Chi phí Quy hoạch tại Thị trấn Chờ - Bắc Ninh,3.413.731.000,-,2.336.830.728,-,3413731000.0,,2336830728.0,
- Thuế TNDN tạm nộp hoạt động Bất động sản,a) Ngắn hạn > - Thuế TNDN tạm nộp hoạt động Bất động sản,- Thuế TNDN tạm nộp hoạt động Bất động sản,1.158.948.814,-,980.959.909,-,1158948814.0,,980959909.0,
