row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2018 > VND,01/01/2018(Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__01/01/2018(Đã điều chỉnh) > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,9.253.122.529.907,7.504.137.060.541,,,9253122529907.0,7504137060541.0
210,210,210,I. Các khoản phải thu dài hạn,,172.624.846.070,185.260.675.782,,,172624846070.0,185260675782.0
216,216,216,1. Phải thu dài hạn khác,7,172.624.846.070,185.260.675.782,,7.0,172624846070.0,185260675782.0
220,220,220,II . Tài sản cố định,,2.075.818.122.744,1.749.235.690.485,,,2075818122744.0,1749235690485.0
221,221,221,1. Tài sản cố định hữu hình,12,1.914.247.774.678,1.596.677.434.557,,12.0,1914247774678.0,1596677434557.0
222,222,222,- Nguyên giá,,3.592.216.722.157,3.105.458.331.213,,,3592216722157.0,3105458331213.0
223,223,223,- Giá trị hao mòn luỹ kế,,(1.677.968.947.479),(1.508.780.896.656),,,-1677968947479.0,-1508780896656.0
224,224,224,2. Tài sản cố định thuê tài chính,13,17.846.375.562,10.321.530.584,,13.0,17846375562.0,10321530584.0
225,225,225,- Nguyên giá,,21.914.906.540,13.573.824.183,,,21914906540.0,13573824183.0
226,226,226,- Giá trị hao mòn luỹ kế,,(4.068.530.978),(3.252.293.599),,,-4068530978.0,-3252293599.0
227,227,227,3. Tài sản cố định vô hình,14,143.723.972.504,142.236.725.344,,14.0,143723972504.0,142236725344.0
228,228,228,- Nguyên giá,,166.399.922.601,162.107.990.428,,,166399922601.0,162107990428.0
229,229,229,- Giá trị hao mòn luỹ kế,,(22.675.950.097),(19.871.265.084),,,-22675950097.0,-19871265084.0
230,230,230,III. Bất động sản đầu tư,15,3.278.008.934.570,2.845.017.235.728,,15.0,3278008934570.0,2845017235728.0
231,231,231,- Nguyên giá,,3.872.152.951.184,3.344.718.947.350,,,3872152951184.0,3344718947350.0
232,232,232,- Giá trị hao mòn luỹ kế,,(594.144.016.614),(499.701.711.622),,,-594144016614.0,-499701711622.0
240,240,240,IV. Tài sản dở dang dài hạn,,1.944.181.788.656,1.405.143.768.121,,,1944181788656.0,1405143768121.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,16,1.944.181.788.656,1.405.143.768.121,,16.0,1944181788656.0,1405143768121.0
250,250,250,V. Đầu tư tài chính dài hạn,4,1.488.993.259.025,1.126.537.996.244,,4.0,1488993259025.0,1126537996244.0
251,251,251,1. Đầu tư vào công ty con,,1.027.333.831.322,615.150.455.126,,,1027333831322.0,615150455126.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,693.004.202.177,619.433.227.337,,,693004202177.0,619433227337.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,8.242.682.344,3.362.682.344,,,8242682344.0,3362682344.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(239.669.756.818),(111.490.668.563),,,-239669756818.0,-111490668563.0
255,255,255,5. Đầu tư nắm giữ đến ngày đáo hạn,,82.300.000,82.300.000,,,82300000.0,82300000.0
260,260,260,VI. Tài sản dài hạn khác,,293.495.578.842,192.941.694.181,,,293495578842.0,192941694181.0
261,261,261,1. Chi phí trả trước dài hạn,11,293.495.578.842,192.941.694.181,,11.0,293495578842.0,192941694181.0
270,270,270,TỔNG CỘNG TÀI SẢN,,12.785.662.291.749,12.446.176.833.743,,,12785662291749.0,12446176833743.0
