row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2018,01/01/2018,numeric__Mối quan hệ,numeric__31/12/2018,numeric__01/01/2018
Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,Công ty liên kết,3.852.938.681,3.732.985.881,,3852938681.0,3732985881.0
Công ty CP Viglacera Hạ Long II,Công ty CP Viglacera Hạ Long II,Công ty CP Viglacera Hạ Long II,Công ty liên kết,-,11.570.350,,,11570350.0
Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty TNHH Kính Nồi Siêu trắng Phú Mỹ,Công ty liên kết,-,1.250.000.000,,,1250000000.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,-,11.134.253.614,,,11134253614.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,1.763.872.653,4.968.969.134,,1763872653.0,4968969134.0
Công ty CP Viglacera Bá Hiến,Công ty CP Viglacera Bá Hiến,Công ty CP Viglacera Bá Hiến,Công ty con,-,41.233.000,,,41233000.0
Công ty CP Viglacera Từ Liêm,Công ty CP Viglacera Từ Liêm,Công ty CP Viglacera Từ Liêm,Công ty con,-,45.000.000,,,45000000.0
Công ty CP Tư vấn Viglacera,Công ty CP Tư vấn Viglacera,Công ty CP Tư vấn Viglacera,Công ty con,-,16.721.292,,,16721292.0
Công ty CP Kính Viglacera Đáp Cầu,Công ty CP Kính Viglacera Đáp Cầu,Công ty CP Kính Viglacera Đáp Cầu,Công ty con,-,4.806.014.842,,,4806014842.0
Công ty CP Viglacera Hà Nội,Công ty CP Viglacera Hà Nội,Công ty CP Viglacera Hà Nội,Công ty con,-,60.000.000,,,60000000.0
Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,1.763.872.653,-,,1763872653.0,
