row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2018,01/01/2018,numeric__Mối quan hệ,numeric__31/12/2018,numeric__01/01/2018
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,73.408.863.866,177.256.863.204,,73408863866.0,177256863204.0
Công ty CP Viglacera Thăng Long,Công ty CP Viglacera Thăng Long,Công ty CP Viglacera Thăng Long,Công ty con,-,5.117.452.997,,,5117452997.0
Công ty CP Bao bi và Má phanh Viglacera,Công ty CP Bao bi và Má phanh Viglacera,Công ty CP Bao bi và Má phanh Viglacera,Công ty con,539.774.800,493.529.300,,539774800.0,493529300.0
Công ty CP Viglacera Bá Hiến,Công ty CP Viglacera Bá Hiến,Công ty CP Viglacera Bá Hiến,Công ty con,4.888.290.208,4.873.302.708,,4888290208.0,4873302708.0
Công ty CP Viglacera Từ Liêm,Công ty CP Viglacera Từ Liêm,Công ty CP Viglacera Từ Liêm,Công ty con,25.000.000,29.135.700,,25000000.0,29135700.0
Công ty CP Viglaceera Đông Anh,Công ty CP Viglaceera Đông Anh,Công ty CP Viglaceera Đông Anh,Công ty con,1.213.908.900,1.173.921.400,,1213908900.0,1173921400.0
Công ty CP Tư vấn Viglacera,Công ty CP Tư vấn Viglacera,Công ty CP Tư vấn Viglacera,Công ty con,6.591.961.975,6.721.800.114,,6591961975.0,6721800114.0
Công ty CP Kính Viglacera Đáp Cầu,Công ty CP Kính Viglacera Đáp Cầu,Công ty CP Kính Viglacera Đáp Cầu,Công ty con,1.193.071.778,109.787.487.618,,1193071778.0,109787487618.0
Công ty CP Viglacera Hữu Hưng,Công ty CP Viglacera Hữu Hưng,Công ty CP Viglacera Hữu Hưng,Công ty con,2.666.163.853,2.651.176.353,,2666163853.0,2651176353.0
Công ty CP Viglacera Tiên Sơn,Công ty CP Viglacera Tiên Sơn,Công ty CP Viglacera Tiên Sơn,Công ty con,1.677.692.827,2.574.201.418,,1677692827.0,2574201418.0
Công ty CP Thương mại Viglacera,Công ty CP Thương mại Viglacera,Công ty CP Thương mại Viglacera,Công ty con,24.533.745.345,11.318.090.230,,24533745345.0,11318090230.0
Công ty CP Sử Viglacera Thanh Tri,Công ty CP Sử Viglacera Thanh Tri,Công ty CP Sử Viglacera Thanh Tri,Công ty con,164.105.826,-,,164105826.0,
Công ty CP Viglacera Hà Nội,Công ty CP Viglacera Hà Nội,Công ty CP Viglacera Hà Nội,Công ty con,1.281.885.414,909.987.482,,1281885414.0,909987482.0
Công ty CP Bê tông khí Viglacera,Công ty CP Bê tông khí Viglacera,Công ty CP Bê tông khí Viglacera,Công ty con,18.314.798.840,9.602.406.603,,18314798840.0,9602406603.0
Công ty CP Vinafacade,Công ty CP Vinafacade,Công ty CP Vinafacade,Công ty con,1.222.485.519,868.147.700,,1222485519.0,868147700.0
Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty con,1.903.880.188,1.890.228.323,,1903880188.0,1890228323.0
Công ty TNHH MTV Lắp dựng Kính Viglacera,Công ty TNHH MTV Lắp dựng Kính Viglacera,Công ty TNHH MTV Lắp dựng Kính Viglacera,Công ty con,1.698.970.256,1.385.978.042,,1698970256.0,1385978042.0
Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty liên kết,525.131.250,512.043.750,,525131250.0,512043750.0
Công ty CP Viglacera Từ Sơn,Công ty CP Viglacera Từ Sơn,Công ty CP Viglacera Từ Sơn,Công ty liên kết,221.715.244,205.395.459,,221715244.0,205395459.0
Công ty CP Viglacera Hạ Long I,Công ty CP Viglacera Hạ Long I,Công ty CP Viglacera Hạ Long I,Công ty liên kết,699.165.462,714.152.962,,699165462.0,714152962.0
Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,194.177.500,299.615.200,,194177500.0,299615200.0
