row_label_raw,row_label_full,col_0,Tỷ lệ,Số tiền,numeric__Tỷ lệ,numeric__Số tiền
,,,%,VND,,
Kết quả kinh doanh sau thuế,Kết quả kinh doanh sau thuế,Kết quả kinh doanh sau thuế,,471.564.715.100,,471564715100.0
Trích Quỹ Khen thưởng phúc lợi,Trích Quỹ Khen thưởng phúc lợi,Trích Quỹ Khen thưởng phúc lợi,"2,12%",10.000.000.000,0.0212,10000000000.0
Trích Quỹ Đầu tư phát triển,Trích Quỹ Đầu tư phát triển,Trích Quỹ Đầu tư phát triển,"2,03%",9.564.910.993,0.0203,9564910993.0
Hoàn trả cổ tức Tổng Công ty được chia từ lợi nhuận của Công ty TNHH Kính nối Việt Nam trong giai đoạn Tổng Công ty là doanh nghiệp nhà nước,Hoàn trả cổ tức Tổng Công ty được chia từ lợi nhuận của Công ty TNHH Kính nối Việt Nam trong giai đoạn Tổng Công ty là doanh nghiệp nhà nước,Hoàn trả cổ tức Tổng Công ty được chia từ lợi nhuận của Công ty TNHH Kính nối Việt Nam trong giai đoạn Tổng Công ty là doanh nghiệp nhà nước,"5,53%",26.067.304.107,0.0553,26067304107.0
Chi trả cổ tức(tương ứng mỗi cổ phần nhận 950 VND),Chi trả cổ tức(tương ứng mỗi cổ phần nhận 950 VND),Chi trả cổ tức(tương ứng mỗi cổ phần nhận 950 VND),90%,425.932.500.000,0.9,425932500000.0
