row_label_raw,row_label_full,col_0,31/12/2018 > Giá gốc,31/12/2018 > Giá trị hợp lý,31/12/2018 > Dự phòng,01/01/2018 > Giá gốc,01/01/2018 > Giá trị hợp lý,01/01/2018 > Dự phòng,numeric__31/12/2018 > Giá gốc,numeric__31/12/2018 > Giá trị hợp lý,numeric__31/12/2018 > Dự phòng,numeric__01/01/2018 > Giá gốc,numeric__01/01/2018 > Giá trị hợp lý,numeric__01/01/2018 > Dự phòng
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,VND,VND,VND,VND,VND,VND,,,,,,
Đầu tư vào Công ty con,Đầu tư vào Công ty con > Đầu tư vào Công ty con,Đầu tư vào Công ty con,1.027.333.831.322,,(239.045.066.615),615.150.455.126,,(110.437.464.536),1027333831322.0,,-239045066615.0,615150455126.0,,-110437464536.0
"- Công ty CP Viglacera Thăng Long (TLT)\( ^{(4,3)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Thăng Long (TLT)\( ^{(4,3)} \)","- Công ty CP Viglacera Thăng Long (TLT)\( ^{(4,3)} \)",21.420.000.000,35.700.000.000,-,21.420.000.000,54.978.000.000,,21420000000.0,35700000000.0,,21420000000.0,54978000000.0,
"- Công ty CP Bao bi và Má phanh Viglacera\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Bao bi và Má phanh Viglacera\( ^{(4,2)} \)","- Công ty CP Bao bi và Má phanh Viglacera\( ^{(4,2)} \)",6.553.719.948,,-,6.553.719.948,,-,6553719948.0,,,6553719948.0,,
"- Công ty CP Viglacera Bá Hiến (BHV)\( ^{(4,3)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Bá Hiến (BHV)\( ^{(4,3)} \)","- Công ty CP Viglacera Bá Hiến (BHV)\( ^{(4,3)} \)",4.349.543.500,2.601.033.813,(4.349.543.500),4.349.543.500,2.142.027.846,(4.349.543.500),4349543500.0,2601033813.0,-4349543500.0,4349543500.0,2142027846.0,-4349543500.0
"- Công ty CP Viglacera Từ Liêm\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Từ Liêm\( ^{(4,2)} \)","- Công ty CP Viglacera Từ Liêm\( ^{(4,2)} \)",22.876.640.252,,-,22.876.640.252,,,22876640252.0,,,22876640252.0,,
"- Công ty CP Viglacera Đông Anh (DAC)\( ^{(4,3)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Đông Anh (DAC)\( ^{(4,3)} \)","- Công ty CP Viglacera Đông Anh (DAC)\( ^{(4,3)} \)",3.895.380.000,6.663.150.000,-,3.895.380.000,4.612.950.000,-,3895380000.0,6663150000.0,,3895380000.0,4612950000.0,
"- Công ty CP Tư vấn Viglacera\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Tư vấn Viglacera\( ^{(4,2)} \)","- Công ty CP Tư vấn Viglacera\( ^{(4,2)} \)",2.823.344.712,,-,2.823.344.712,,-,2823344712.0,,,2823344712.0,,
"- Công ty CP Việt Trì Viglacera\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Việt Trì Viglacera\( ^{(4,2)} \)","- Công ty CP Việt Trì Viglacera\( ^{(4,2)} \)",29.999.243.861,,-,29.999.243.861,,-,29999243861.0,,,29999243861.0,,
"- Công ty CP Kính Viglacera Đáp Cầu (DSG)\( ^{(4,3)} \)","Đầu tư vào Công ty con > - Công ty CP Kính Viglacera Đáp Cầu (DSG)\( ^{(4,3)} \)","- Công ty CP Kính Viglacera Đáp Cầu (DSG)\( ^{(4,3)} \)",280.645.000.000,451.838.450.000,(170.806.457.043),62.220.000.000,62.220.000.000,(62.220.000.000),280645000000.0,451838450000.0,-170806457043.0,62220000000.0,62220000000.0,-62220000000.0
