row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2018,Năm 2017,numeric__Mối quan hệ,numeric__Năm 2018,numeric__Năm 2017
,,,Mối quan hệ,VND,VND,,,
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,131.748.174.894,128.460.554.905,,131748174894.0,128460554905.0
Công ty CP Viglacera Thăng Long,Công ty CP Viglacera Thăng Long,Công ty CP Viglacera Thăng Long,Công ty con,1.341.204.480,2.682.408.960,,1341204480.0,2682408960.0
Công ty CP Bao bì và Má phanh Viglacera,Công ty CP Bao bì và Má phanh Viglacera,Công ty CP Bao bì và Má phanh Viglacera,Công ty con,30.000.000,-,,30000000.0,
Công ty CP Tư vấn Viglacera,Công ty CP Tư vấn Viglacera,Công ty CP Tư vấn Viglacera,Công ty con,3.561.230.988,6.507.667.058,,3561230988.0,6507667058.0
Công ty CP Việt Trì Viglacera,Công ty CP Việt Trì Viglacera,Công ty CP Việt Trì Viglacera,Công ty con,33.933.805.167,24.971.523.763,,33933805167.0,24971523763.0
Công ty CP Viglacera Tiên Sơn,Công ty CP Viglacera Tiên Sơn,Công ty CP Viglacera Tiên Sơn,Công ty con,-,1.996.050.355,,,1996050355.0
Công ty CP Thương mại Viglacera,Công ty CP Thương mại Viglacera,Công ty CP Thương mại Viglacera,Công ty con,66.999.196.416,61.734.410.851,,66999196416.0,61734410851.0
Công ty CP Viglacera Vân Hải,Công ty CP Viglacera Vân Hải,Công ty CP Viglacera Vân Hải,Công ty con,511.462.727,54.577.273,,511462727.0,54577273.0
Công ty CP Khoáng sản Viglacera,Công ty CP Khoáng sản Viglacera,Công ty CP Khoáng sản Viglacera,Công ty con,18.628.497.558,15.412.547.276,,18628497558.0,15412547276.0
Công ty CP Sử Viglacera Thanh Trì,Công ty CP Sử Viglacera Thanh Trì,Công ty CP Sử Viglacera Thanh Trì,Công ty con,1.412.185.652,3.337.709.031,,1412185652.0,3337709031.0
Công ty CP Viglacera Hạ Long,Công ty CP Viglacera Hạ Long,Công ty CP Viglacera Hạ Long,Công ty con,3.555.734.830,3.956.299.396,,3555734830.0,3956299396.0
Công ty CP Bê tông khí Viglacera,Công ty CP Bê tông khí Viglacera,Công ty CP Bê tông khí Viglacera,Công ty con,2.890.560,-,,2890560.0,
Công ty CP Vinafacade,Công ty CP Vinafacade,Công ty CP Vinafacade,Công ty con,682.371.306,-,,682371306.0,
Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty con,208.193.362,-,,208193362.0,
