row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2018 > VND,01/01/2018(Đã điều chỉnh) > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__01/01/2018(Đã điều chỉnh) > VND
300,300,300,C. NỘ PHẢI TRẢ,,6.740.100.317.569,6.410.189.281.865,,,6740100317569.0,6410189281865.0
310,310,310,I. Nợ ngắn hạn,,2.107.483.718.328,2.113.645.439.306,,,2107483718328.0,2113645439306.0
311,311,311,1. Phải trả người bán ngắn hạn,17,549.319.489.577,495.149.709.418,,17.0,549319489577.0,495149709418.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,182.101.369.738,151.224.384.055,,19.0,182101369738.0,151224384055.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,67.977.252.043,99.402.588.719,,18.0,67977252043.0,99402588719.0
314,314,314,4. Phải trả người lao động,,72.222.837.740,61.282.525.863,,,72222837740.0,61282525863.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,434.505.601.301,590.224.251.275,,20.0,434505601301.0,590224251275.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,85.657.665.797,93.144.276.308,,21.0,85657665797.0,93144276308.0
319,319,319,7. Phải trả ngắn hạn khác,22,428.113.864.539,290.162.159.836,,22.0,428113864539.0,290162159836.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,24,148.685.881.538,142.634.848.114,,24.0,148685881538.0,142634848114.0
321,321,321,9. Dự phòng phải trả ngắn hạn,23,107.206.317.888,138.361.713.064,,23.0,107206317888.0,138361713064.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,31.693.438.167,52.058.982.654,,,31693438167.0,52058982654.0
330,330,330,II. Nợ dài hạn,,4.632.616.599.241,4.296.543.842.559,,,4632616599241.0,4296543842559.0
333,333,333,1. Chi phí phải trả dài hạn,20,1.198.270.083.384,817.806.742.677,,20.0,1198270083384.0,817806742677.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,21,2.889.229.323.752,2.891.260.295.737,,21.0,2889229323752.0,2891260295737.0
337,337,337,3. Phải trả dài hạn khác,22,21.028.364.876,24.435.238.197,,22.0,21028364876.0,24435238197.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,24,279.280.428.581,316.169.640.963,,24.0,279280428581.0,316169640963.0
342,342,342,5. Dự phòng phải trả dài hạn,23,176.017.167.173,153.969.538.466,,23.0,176017167173.0,153969538466.0
343,343,343,6. Quỹ phát triển khoa học và công nghệ,,68.791.231.475,92.902.386.519,,,68791231475.0,92902386519.0
