row_label_raw,row_label_full,col_0,Năm 2018,Năm 2017(Đã điều chỉnh),numeric__Năm 2018,numeric__Năm 2017(Đã điều chỉnh)
,,,VND,VND,,
"Giá vốn bán hàng hóa, thành phẩm","Giá vốn bán hàng hóa, thành phẩm","Giá vốn bán hàng hóa, thành phẩm",1.558.206.066.144,1.920.847.788.017,1558206066144.0,1920847788017.0
- Giá vốn hàng hóa bắt động sản,- Giá vốn hàng hóa bắt động sản,- Giá vốn hàng hóa bắt động sản,311.670.822.771,737.170.351.721,311670822771.0,737170351721.0
"- Giá vốn bán các sản phẩm kính, gương","- Giá vốn bán các sản phẩm kính, gương","- Giá vốn bán các sản phẩm kính, gương",842.701.552.264,822.809.431.370,842701552264.0,822809431370.0
"- Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện","- Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện","- Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện",392.729.229.360,349.913.659.626,392729229360.0,349913659626.0
- Giá vốn bán các sản phẩm gạch ốp lát,- Giá vốn bán các sản phẩm gạch ốp lát,- Giá vốn bán các sản phẩm gạch ốp lát,1.341.204.480,4.678.459.315,1341204480.0,4678459315.0
"- Giá vốn bán các sản phẩm gạch, ngói đất sét nung","- Giá vốn bán các sản phẩm gạch, ngói đất sét nung","- Giá vốn bán các sản phẩm gạch, ngói đất sét nung",3.555.716.830,3.956.299.396,3555716830.0,3956299396.0
- Giá vốn bán hàng khác,- Giá vốn bán hàng khác,- Giá vốn bán hàng khác,6.207.540.439,2.319.586.589,6207540439.0,2319586589.0
Giá vốn của dịch vụ đã cung cấp,Giá vốn của dịch vụ đã cung cấp,Giá vốn của dịch vụ đã cung cấp,675.575.319.582,978.009.977.195,675575319582.0,978009977195.0
"- Giá vốn dịch vụ cho thuê Bất động sản, hạ tầng","- Giá vốn dịch vụ cho thuê Bất động sản, hạ tầng","- Giá vốn dịch vụ cho thuê Bất động sản, hạ tầng",445.073.134.173,727.301.183.769,445073134173.0,727301183769.0
"- Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","- Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","- Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư",226.803.672.526,238.649.337.661,226803672526.0,238649337661.0
- Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu,- Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu,- Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu,1.888.787.290,2.294.459.617,1888787290.0,2294459617.0
- Giá vốn dịch vụ khác,- Giá vốn dịch vụ khác,- Giá vốn dịch vụ khác,1.809.725.593,9.764.996.148,1809725593.0,9764996148.0
Giá vốn của hợp đồng xây dựng,Giá vốn của hợp đồng xây dựng,Giá vốn của hợp đồng xây dựng,76.757.236.222,67.730.275.822,76757236222.0,67730275822.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(6.255.496.895),13.705.019.306,-6255496895.0,13705019306.0
,,,2.304.283.125.053,2.980.293.060.340,2304283125053.0,2980293060340.0
