row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2018,Năm 2017,numeric__Mối quan hệ,numeric__Năm 2018,numeric__Năm 2017
,,,Mối quan hệ,VND,VND,,,
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,,429.068.875.755,340.597.868.495,,429068875755.0,340597868495.0
Công ty CP Viglacera Thăng Long,Công ty CP Viglacera Thăng Long,Công ty CP Viglacera Thăng Long,Công ty con,1.694.451.000,44.490.000,,1694451000.0,44490000.0
Công ty CP Bao bì và Má phanh Viglacera,Công ty CP Bao bì và Má phanh Viglacera,Công ty CP Bao bì và Má phanh Viglacera,Công ty con,20.230.000,-,,20230000.0,
Công ty CP Viglacera Bá Hiến,Công ty CP Viglacera Bá Hiến,Công ty CP Viglacera Bá Hiến,Công ty con,10.000.000,12.000.000,,10000000.0,12000000.0
Công ty CP Viglacera Từ Liêm,Công ty CP Viglacera Từ Liêm,Công ty CP Viglacera Từ Liêm,Công ty con,25.000.000,25.000.000,,25000000.0,25000000.0
Công ty CP Viglaceera Đông Anh,Công ty CP Viglaceera Đông Anh,Công ty CP Viglaceera Đông Anh,Công ty con,-,25.000.000,,,25000000.0
Công ty CP Tư vấn Viglacera,Công ty CP Tư vấn Viglacera,Công ty CP Tư vấn Viglacera,Công ty con,673.965.028,593.656.320,,673965028.0,593656320.0
Công ty CP Việt Trì Viglacera,Công ty CP Việt Trì Viglacera,Công ty CP Việt Trì Viglacera,Công ty con,616.245.000,530.792.727,,616245000.0,530792727.0
Công ty CP Viglacera Tiên Sơn,Công ty CP Viglacera Tiên Sơn,Công ty CP Viglacera Tiên Sơn,Công ty con,5.895.322.113,5.530.221.634,,5895322113.0,5530221634.0
Công ty CP Thương mại Viglacera,Công ty CP Thương mại Viglacera,Công ty CP Thương mại Viglacera,Công ty con,395.189.024.707,315.927.256.185,,395189024707.0,315927256185.0
Công ty CP Viglacera Vân Hải,Công ty CP Viglacera Vân Hải,Công ty CP Viglacera Vân Hải,Công ty con,128.294.000,147.997.000,,128294000.0,147997000.0
Công ty CP Khoáng sản Viglacera,Công ty CP Khoáng sản Viglacera,Công ty CP Khoáng sản Viglacera,Công ty con,684.486.728,751.927.455,,684486728.0,751927455.0
Công ty CP Sử Viglacera Thanh Trì,Công ty CP Sử Viglacera Thanh Trì,Công ty CP Sử Viglacera Thanh Trì,Công ty con,702.028.455,496.270.000,,702028455.0,496270000.0
Công ty CP Viglacera Hạ Long,Công ty CP Viglacera Hạ Long,Công ty CP Viglacera Hạ Long,Công ty con,4.304.883.000,4.243.172.000,,4304883000.0,4243172000.0
Công ty CP Viglacera Hà Nội,Công ty CP Viglacera Hà Nội,Công ty CP Viglacera Hà Nội,Công ty con,1.929.853.600,638.427.418,,1929853600.0,638427418.0
Công ty CP Bề tông khí Viglacera,Công ty CP Bề tông khí Viglacera,Công ty CP Bề tông khí Viglacera,Công ty con,5.524.416.084,880.963.855,,5524416084.0,880963855.0
Công ty CP Vinafacade,Công ty CP Vinafacade,Công ty CP Vinafacade,Công ty con,176.148.819,174.481.637,,176148819.0,174481637.0
Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty con,6.626.356.130,6.786.182.722,,6626356130.0,6786182722.0
Công ty TNHH MTV Lắp dựng Kính Viglacera,Công ty TNHH MTV Lắp dựng Kính Viglacera,Công ty TNHH MTV Lắp dựng Kính Viglacera,Công ty con,3.095.447.467,1.252.401.432,,3095447467.0,1252401432.0
Công ty TNHH Kinh nổi Việt Nam,Công ty TNHH Kinh nổi Việt Nam,Công ty TNHH Kinh nổi Việt Nam,Công ty liên kết,1.038.900.000,1.023.843.750,,1038900000.0,1023843750.0
Công ty CP Viglacera Từ Sơn,Công ty CP Viglacera Từ Sơn,Công ty CP Viglacera Từ Sơn,Công ty liên kết,165.571.000,203.342.000,,165571000.0,203342000.0
Công ty CP Viglacera Hạ Long I,Công ty CP Viglacera Hạ Long I,Công ty CP Viglacera Hạ Long I,Công ty liên kết,-,180.123.000,,,180123000.0
Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,335.825.624,922.960.360,,335825624.0,922960360.0
Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,Công ty liên kết,218.097.000,207.359.000,,218097000.0,207359000.0
Công ty Cổ phần Viglacera Đông Triêu,Công ty Cổ phần Viglacera Đông Triêu,Công ty Cổ phần Viglacera Đông Triêu,Công ty liên kết,14.330.000,-,,14330000.0,
