row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2018 > VND,01/01/2018 (Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__01/01/2018 (Đã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,3.532.539.761.842,4.942.039.773.202,,,3532539761842.0,4942039773202.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,845.204.766.775,1.942.153.426.411,,3.0,845204766775.0,1942153426411.0
111,111,111,1. Tiền,,310.745.468.631,600.723.368.050,,,310745468631.0,600723368050.0
112,112,112,2. Các khoản tương đương tiền,,534.459.298.144,1.341.430.058.361,,,534459298144.0,1341430058361.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,207.468.957.128,230.538.352.407,,4.0,207468957128.0,230538352407.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,207.468.957.128,230.538.352.407,,,207468957128.0,230538352407.0
130,130,130,III. Các khoản phải thu ngắn hạn,,735.071.502.449,992.853.063.459,,,735071502449.0,992853063459.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,549.855.061.668,852.829.808.712,,5.0,549855061668.0,852829808712.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,128.047.679.131,130.683.628.831,,6.0,128047679131.0,130683628831.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,15.332.200.216,15.332.200.216,,8.0,15332200216.0,15332200216.0
136,136,136,4. Phải thu ngắn hạn khác,7,75.522.019.521,149.682.413.730,,7.0,75522019521.0,149682413730.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(33.685.458.087),(155.674.988.030),,,-33685458087.0,-155674988030.0
140,140,140,IV. Hàng tồn kho,10,1.639.261.270.223,1.694.468.727.626,,10.0,1639261270223.0,1694468727626.0
141,141,141,1. Hàng tồn kho,,1.650.209.073.122,1.711.672.027.420,,,1650209073122.0,1711672027420.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(10.947.802.899),(17.203.299.794),,,-10947802899.0,-17203299794.0
150,150,150,V. Tài sản ngắn hạn khác,,105.533.265.267,82.026.203.299,,,105533265267.0,82026203299.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,5.071.457.948,5.723.713.491,,11.0,5071457948.0,5723713491.0
152,152,152,2. Thuế GTGT được khấu trừ,,98.518.250.176,73.598.117.069,,,98518250176.0,73598117069.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,1.943.557.143,2.704.372.739,,18.0,1943557143.0,2704372739.0
