row_label_raw,row_label_full,STT,Tên công ty,31/12/2021 > Giá gốc VND,31/12/2021 > Dự phòng VND,31/12/2021 > Giá trị hợp lý VND,1/1/2021 > Giá gốc VND,1/1/2021 > Dự phòng VND,1/1/2021 > Giá trị hợp lý VND,numeric__Tên công ty,numeric__31/12/2021 > Giá gốc VND,numeric__31/12/2021 > Dự phòng VND,numeric__31/12/2021 > Giá trị hợp lý VND,numeric__1/1/2021 > Giá gốc VND,numeric__1/1/2021 > Dự phòng VND,numeric__1/1/2021 > Giá trị hợp lý VND
1,1,1,Công ty Cổ phần Hóa đầu Quân đội,50.000.000.000,-,(*),50.000.000.000,-,(*),,50000000000.0,,,50000000000.0,,
2,2,2,Công ty Cổ phần An Phú,110.724.000.000,(96.924.498.451),(*),110.724.000.000,(97.008.316.959),(*),,110724000000.0,-96924498451.0,,110724000000.0,-97008316959.0,
3,3,3,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,-,-,(*),49.913.937.200,(2.413.118.450),47.500.818.750,,,,,49913937200.0,-2413118450.0,47500818750.0
4,4,4,Các công ty khác,102.739.839.507,(10.930.049.752),(*),101.046.487.507,(6.371.481.518),(*),,102739839507.0,-10930049752.0,,101046487507.0,-6371481518.0,
,,,,263.463.839.507,(107.854.548.203),(*),311.684.424.707,(105.792.916.927),(*),,263463839507.0,-107854548203.0,,311684424707.0,-105792916927.0,
