row_label_raw,row_label_full,col_0,31/12/2021,31/12/2021_1,1/1/2021,1/1/2021_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__1/1/2021,numeric__1/1/2021_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,2.250.829.806.855,(70.023.954.289),1.523.763.932.235,(581.473.234),2250829806855.0,-70023954289.0,1523763932235.0,-581473234.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,997.379.070.090,(2.744.987.848),865.987.612.858,(3.015.085.212),997379070090.0,-2744987848.0,865987612858.0,-3015085212.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,61.249.396.934,-,37.083.251.287,-,61249396934.0,,37083251287.0,
Chỉ phí sản xuất kinh doanh dở dang,Chỉ phí sản xuất kinh doanh dở dang,Chỉ phí sản xuất kinh doanh dở dang,181.847.245.097,-,127.972.606.823,-,181847245097.0,,127972606823.0,
Thành phẩm,Thành phẩm,Thành phẩm,406.177.535.509,(2.449.587.697),284.245.152.326,(1.890.394.426),406177535509.0,-2449587697.0,284245152326.0,-1890394426.0
Hàng hóa,Hàng hóa,Hàng hóa,9.475.203.974.433,(148.459.930.875),6.555.728.543.054,(16.752.319.195),9475203974433.0,-148459930875.0,6555728543054.0,-16752319195.0
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,6.601.021.476,-,15.994.591.059,-,6601021476.0,,15994591059.0,
Hàng hóa bất động sản,Hàng hóa bất động sản,Hàng hóa bất động sản,7.486.720.013,-,10.994.778.324,-,7486720013.0,,10994778324.0,
,,,13.386.774.770.407,(223.678.460.709),9.421.770.467.966,(22.239.272.067),13386774770407.0,-223678460709.0,9421770467966.0,-22239272067.0
