row_label_raw,row_label_full,col_0,Số đầu năm VND,Số tăng trong năm VND,Số đã sử dụng trong năm VND,Số cuối năm VND,numeric__Số đầu năm VND,numeric__Số tăng trong năm VND,numeric__Số đã sử dụng trong năm VND,numeric__Số cuối năm VND
Quỹ khen thưởng,Quỹ khen thưởng,Quỹ khen thưởng,13.619.836.788,40.662.609.891,(42.204.031.342),12.078.415.337,13619836788.0,40662609891.0,-42204031342.0,12078415337.0
Quỹ phúc lợi,Quỹ phúc lợi,Quỹ phúc lợi,24.257.950.064,18.600.000.000,(28.107.868.998),14.750.081.066,24257950064.0,18600000000.0,-28107868998.0,14750081066.0
,,,37.877.786.852,59.262.609.891,(70.311.900.340),26.828.496.403,37877786852.0,59262609891.0,-70311900340.0,26828496403.0
