row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,,
Chi phí bảo hành,Chi phí trả trước ngắn hạn > Chi phí bảo hành,Chi phí bảo hành,4.242.742.894,5.815.730.122,4242742894.0,5815730122.0
"Chi phí công cụ, dụng cụ","Chi phí trả trước ngắn hạn > Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",1.697.656.538,1.356.636.966,1697656538.0,1356636966.0
Chi phí quảng cáo,Chi phí trả trước ngắn hạn > Chi phí quảng cáo,Chi phí quảng cáo,7.404.984.866,513.245.127,7404984866.0,513245127.0
,,,13.345.384.298,7.685.612.215,13345384298.0,7685612215.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,,
Trả trước tiền thuê văn phòng,Chi phí trả trước dài hạn > Trả trước tiền thuê văn phòng,Trả trước tiền thuê văn phòng,105.760.699.325,-,105760699325.0,
"Chi phí công cụ, dụng cụ","Chi phí trả trước dài hạn > Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",7.333.216.353,-,7333216353.0,
Chi phí cải tạo văn phòng,Chi phí trả trước dài hạn > Chi phí cải tạo văn phòng,Chi phí cải tạo văn phòng,9.911.482.083,-,9911482083.0,
Chi phí bảo hành,Chi phí trả trước dài hạn > Chi phí bảo hành,Chi phí bảo hành,1.580.238.056,-,1580238056.0,
,,,124.585.635.817,-,124585635817.0,
,,,137.931.020.115,7.685.612.215,137931020115.0,7685612215.0
