row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Ngày 31 tháng 12 năm 2016(số liệu đã trình bày),Điều chỉnh,Ngày 31 tháng 12 năm 2016(phân loại),numeric__CHỈ TIÊU,numeric__Ngày 31 tháng 12 năm 2016(số liệu đã trình bày),numeric__Điều chỉnh,numeric__Ngày 31 tháng 12 năm 2016(phân loại)
220,220,220,Tài sản cố định,111.736.453.833,212.551.232.954,324.287.686.787,,111736453833.0,212551232954.0,324287686787.0
221,221,221,Tài sản cố định hữu hình,74.282.084.669,201.485.336.786,275.767.421.455,,74282084669.0,201485336786.0,275767421455.0
222,222,222,Nguyên giá,325.938.463.482,266.932.399.752,592.870.863.234,,325938463482.0,266932399752.0,592870863234.0
223,223,223,Giá trị hao mòn lũy kế,(251.656.378.813),(65.447.062.966),(317.103.441.779),,-251656378813.0,-65447062966.0,-317103441779.0
227,227,227,Tài sản cố định vô hình,37.454.369.164,11.065.896.168,48.520.265.332,,37454369164.0,11065896168.0,48520265332.0
228,228,228,Nguyên giá,113.497.346.327,19.613.327.386,133.110.673.713,,113497346327.0,19613327386.0,133110673713.0
229,229,229,Giá trị hao mòn lũy kế,(76.042.977.163),(8.547.431.218),(84.590.408.381),,-76042977163.0,-8547431218.0,-84590408381.0
230,230,230,Bất động sản đầu tư,212.551.232.954,(212.551.232.954),-,,212551232954.0,-212551232954.0,
231,231,231,Nguyên giá,286.545.727.138,(286.545.727.138),-,,286545727138.0,-286545727138.0,
232,232,232,Giá trị hao mòn lũy kế,(73.994.494.184),73.994.494.184,-,,-73994494184.0,73994494184.0,
