row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Năm nay VND,Năm trước VND,numeric__Giao dịch,numeric__Năm nay VND,numeric__Năm trước VND
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,Doanh thu dịch vụ CNTT,3.374.373.648,2.909.191.327,,3374373648.0,2909191327.0
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,Doanh thu lãi tiền gửi,13.519.571.663,30.035.419.911,,13519571663.0,30035419911.0
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,Doanh thu lãi trái phiếu,68.858.017.069,76.520.958.905,,68858017069.0,76520958905.0
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,Doanh thu dịch vụ đào tạo,80.993.348,-,,80993348.0,
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,Doanh thu cho thuê văn phòng và phí giữ xe,1.467.728.780,5.174.812.581,,1467728780.0,5174812581.0
Vigeba,"Công ty liên doanh, liên kết > Vigeba",Vigeba,Doanh thu cổ tức,1.500.000.000,2.250.000.000,,1500000000.0,2250000000.0
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Góp vốn trong năm,-,500.000.000.000,,,500000000000.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Lợi nhuận được nhận,538.000.000.000,487.440.629.176,,538000000000.0,487440629176.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Doanh thu dịch vụ CNTT,64.864.638.362,52.981.162.091,,64864638362.0,52981162091.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Doanh thu dịch vụ đào tạo,1.801.797.076,907.386.597,,1801797076.0,907386597.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Thu từ phân bổ quảng cáo tấm lớn và dự án Siêu thị tài chính (OSS),4.489.023.549,-,,4489023549.0,
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Thu từ phân bổ chi phí thuê mặt bằng,2.068.493.975,-,,2068493975.0,
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Góp vốn trong năm,300.000.000.000,-,,300000000000.0,
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Lợi nhuận được nhận,265.000.000.000,303.017.912.700,,265000000000.0,303017912700.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Doanh thu dịch vụ CNTT,53.442.513.853,43.809.009.731,,53442513853.0,43809009731.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Doanh thu dịch vụ đào tạo,2.666.365.600,5.816.650.962,,2666365600.0,5816650962.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Thu từ phân bổ quảng cáo tấm lớn và dự án Siêu thị tài chính (OSS),4.489.023.549,-,,4489023549.0,
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Thu từ phân bổ chi phí thuê mặt bằng,2.068.493.975,-,,2068493975.0,
