row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,72.707.108.557,69.391.170.429,72707108557.0,69391170429.0
Chi phí vật liệu quản lý và đồ dùng văn phòng,Chi phí vật liệu quản lý và đồ dùng văn phòng,Chi phí vật liệu quản lý và đồ dùng văn phòng,3.766.722.384,3.072.023.654,3766722384.0,3072023654.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,9.438.013.594,4.831.892.333,9438013594.0,4831892333.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",613.551.559,66.157.373,613551559.0,66157373.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,778.777.872,146.185.287,778777872.0,146185287.0
Chi phí tư vấn,Chi phí tư vấn,Chi phí tư vấn,4.765.481.221,5.060.148.250,4765481221.0,5060148250.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,80.167.878.858,40.314.535.852,80167878858.0,40314535852.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,25.820.146.144,-,25820146144.0,
"- Chi tuyển truyền, quảng cáo và chi khác","- Chi tuyển truyền, quảng cáo và chi khác","- Chi tuyển truyền, quảng cáo và chi khác",54.347.732.714,40.314.535.852,54347732714.0,40314535852.0
Chi phí quản lý khác,Chi phí quản lý khác,Chi phí quản lý khác,54.029.362.924,47.810.439.220,54029362924.0,47810439220.0
"- Các khoản trích theo lương, công tác phí","- Các khoản trích theo lương, công tác phí","- Các khoản trích theo lương, công tác phí",15.682.801.269,13.746.376.331,15682801269.0,13746376331.0
"- Chi an sinh xã hội, tài trợ giáo dục, y tế","- Chi an sinh xã hội, tài trợ giáo dục, y tế","- Chi an sinh xã hội, tài trợ giáo dục, y tế",5.902.653.800,4.937.500.000,5902653800.0,4937500000.0
- Chi bảo hiểm con người và bảo hiểm tài sản,- Chi bảo hiểm con người và bảo hiểm tài sản,- Chi bảo hiểm con người và bảo hiểm tài sản,10.114.590.560,12.069.316.094,10114590560.0,12069316094.0
- Chi khác,- Chi khác,- Chi khác,22.329.317.295,17.057.246.795,22329317295.0,17057246795.0
,,,226.266.896.969,170.692.552.398,226266896969.0,170692552398.0
