row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,1.056.001.026.219,1.043.461.693.593,1056001026219.0,1043461693593.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,
"- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","Các khoản điều chỉnh giảm: > - Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia","- Thu nhập không chịu thuế từ cổ tức, lợi nhuận được chia",(909.942.388.479),(935.744.582.132),-909942388479.0,-935744582132.0
- Chênh lệch tỷ giá chưa thực hiện,Các khoản điều chỉnh giảm: > - Chênh lệch tỷ giá chưa thực hiện,- Chênh lệch tỷ giá chưa thực hiện,(20.492.241),(1.320.770),-20492241.0,-1320770.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,
- Chênh lệch tạm thời chi phí dự phòng tài chính,Các khoản điều chỉnh tăng: > - Chênh lệch tạm thời chi phí dự phòng tài chính,- Chênh lệch tạm thời chi phí dự phòng tài chính,17.529.050.000,18.941.900.000,17529050000.0,18941900000.0
- Chi phí không được khấu trừ thuế,Các khoản điều chỉnh tăng: > - Chi phí không được khấu trừ thuế,- Chi phí không được khấu trừ thuế,1.727.655.571,746.997.016,1727655571.0,746997016.0
Thu nhập chịu thuế ước tính trong năm,Các khoản điều chỉnh tăng: > Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,165.294.851.070,127.404.687.707,165294851070.0,127404687707.0
Thuế suất thuế thu nhập doanh nghiệp,Các khoản điều chỉnh tăng: > Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,20%,20%,0.2,0.2
Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,Các khoản điều chỉnh tăng: > Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,Thuế TNDN phải trả ước tính trên thu nhập chịu thuế,33.058.970.214,25.480.937.541,33058970214.0,25480937541.0
Điều chỉnh thuế phải trả các năm trước theo quyết định của Cơ quan thuế,Các khoản điều chỉnh tăng: > Điều chỉnh thuế phải trả các năm trước theo quyết định của Cơ quan thuế,Điều chỉnh thuế phải trả các năm trước theo quyết định của Cơ quan thuế,249.536.075,-,249536075.0,
Thuế TNDN phải trả ước tính trong năm,Các khoản điều chỉnh tăng: > Thuế TNDN phải trả ước tính trong năm,Thuế TNDN phải trả ước tính trong năm,33.308.506.289,25.480.937.541,33308506289.0,25480937541.0
Thuế TNDN có thể thu hồi đầu năm,Các khoản điều chỉnh tăng: > Thuế TNDN có thể thu hồi đầu năm,Thuế TNDN có thể thu hồi đầu năm,(10.787.056.506),(6.276.227.046),-10787056506.0,-6276227046.0
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh tăng: > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(15.949.536.075),(29.991.767.001),-15949536075.0,-29991767001.0
Thuế TNDN phải trả/(có thể thu hồi) cuối năm,Các khoản điều chỉnh tăng: > Thuế TNDN phải trả/(có thể thu hồi) cuối năm,Thuế TNDN phải trả/(có thể thu hồi) cuối năm,6.571.913.708,(10.787.056.506),6571913708.0,-10787056506.0
