row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Phải thu:,Phải thu:,Phải thu:,Phải thu:,Phải thu:,,
- Dự thu lãi tiền gửi,Phải thu: > - Dự thu lãi tiền gửi,- Dự thu lãi tiền gửi,13.424.451.378,21.468.468.874,13424451378.0,21468468874.0
- Dự thu lãi trái phiếu,Phải thu: > - Dự thu lãi trái phiếu,- Dự thu lãi trái phiếu,45.263.131.660,25.388.038.420,45263131660.0,25388038420.0
"- Dự thu cổ tức, lợi nhuận được chia","Phải thu: > - Dự thu cổ tức, lợi nhuận được chia","- Dự thu cổ tức, lợi nhuận được chia",402.596.619.127,248.941.420.831,402596619127.0,248941420831.0
Lợi nhuận từ Bảo Việt Nhân thọ,Phải thu: > Lợi nhuận từ Bảo Việt Nhân thọ,Lợi nhuận từ Bảo Việt Nhân thọ,374.422.393.957,40.702.836.703,374422393957.0,40702836703.0
Lợi nhuận từ Bảo hiểm Bảo Việt,Phải thu: > Lợi nhuận từ Bảo hiểm Bảo Việt,Lợi nhuận từ Bảo hiểm Bảo Việt,571.797.302,175.391.746.699,571797302.0,175391746699.0
Lợi nhuận từ BVF,Phải thu: > Lợi nhuận từ BVF,Lợi nhuận từ BVF,13.741.902.194,10.346.837.429,13741902194.0,10346837429.0
Cổ tức từ BVIF,Phải thu: > Cổ tức từ BVIF,Cổ tức từ BVIF,-,21.000.000.000,,21000000000.0
Cổ tức từ VNR,Phải thu: > Cổ tức từ VNR,Cổ tức từ VNR,12.026.820.000,-,12026820000.0,
Cổ tức ưu đãi từ BV Resort,Phải thu: > Cổ tức ưu đãi từ BV Resort,Cổ tức ưu đãi từ BV Resort,333.705.674,-,333705674.0,
Cổ tức khác,Phải thu: > Cổ tức khác,Cổ tức khác,1.500.000.000,1.500.000.000,1500000000.0,1500000000.0
,,,461.284.202.165,295.797.928.125,461284202165.0,295797928125.0
