row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,21.1,33.308.506.289,25.480.937.541,211.0,33308506289.0,25480937541.0
Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,21.2,(3.505.810.000),(3.788.380.000),212.0,-3505810000.0,-3788380000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,29.802.696.289,21.692.557.541,,29802696289.0,21692557541.0
