row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Năm nay VND,Năm trước VND,numeric__Giao dịch,numeric__Năm nay VND,numeric__Năm trước VND
Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),,,
BVF,Công ty con (tiếp theo) > BVF,BVF,Lợi nhuận được nhận,25.000.000.000,23.371.458.124,,25000000000.0,23371458124.0
BVF,Công ty con (tiếp theo) > BVF,BVF,Doanh thu dịch vụ CNTT,1.395.423.586,1.244.402.303,,1395423586.0,1244402303.0
BVF,Công ty con (tiếp theo) > BVF,BVF,Doanh thu cho thuê văn phòng,592.941.530,2.499.103.530,,592941530.0,2499103530.0
BVF,Công ty con (tiếp theo) > BVF,BVF,Doanh thu dịch vụ đào tạo,174.333.548,47.718.000,,174333548.0,47718000.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Doanh thu cho thuê văn phòng,3.583.004.335,6.818.579.315,,3583004335.0,6818579315.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Doanh thu dịch vụ CNTT,3.213.796.767,3.213.839.998,,3213796767.0,3213839998.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Phí dịch vụ chứng khoán,(274.018.900),(205.804.128),,-274018900.0,-205804128.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Phí lưu kí,(99.924.769),(87.892.741),,-99924769.0,-87892741.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Phí cung cấp báo cáo,(87.500.000),(70.000.000),,-87500000.0,-70000000.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Phí tư vấn,(165.000.000),(210.000.000),,-165000000.0,-210000000.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,"Phí chi trả cổ tức, quản lý số cổ đông",(88.000.000),(88.000.000),,-88000000.0,-88000000.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Doanh thu cho thuê văn phòng và khai thác bãi xe,56.372.465.252,55.868.605.931,,56372465252.0,55868605931.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Doanh thu dịch vụ CNTT,193.310.135,180.017.801,,193310135.0,180017801.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Phí quản lý tòa nhà và thủ lao ủy thác cho thuê văn phòng,(11.282.690.465),(11.296.492.570),,-11282690465.0,-11296492570.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Chi phí sửa chữa và các dịch vụ khác,(3.486.466.649),(2.063.056.164),,-3486466649.0,-2063056164.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Chi phí năng lượng,(5.796.289.427),(6.146.252.064),,-5796289427.0,-6146252064.0
