row_label_raw,row_label_full,Bên liên quan,Phải thu/(phải trả),Số cuối năm VND,Số đầu năm VND,numeric__Phải thu/(phải trả),numeric__Số cuối năm VND,numeric__Số đầu năm VND
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,,,
Sumitomo Life,Cổ đông chiến lược > Sumitomo Life,Sumitomo Life,Phải trả tiền đặt cọc thuê văn phòng,(158.685.912),(157.304.700),,-158685912.0,-157304700.0
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu về lợi nhuận,374.422.393.957,40.702.836.703,,374422393957.0,40702836703.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu chi phí CNTT,16.872.178.775,18.091.299.910,,16872178775.0,18091299910.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu từ phân bổ quảng cáo tấm lớn và dự án Siêu thị tài chính (OSS),4.937.925.904,-,,4937925904.0,
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả hoạt động đầu tư,(2.284.092.000),(4.095.419.481),,-2284092000.0,-4095419481.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả tiền đặt cọc thuê văn phòng,(779.576.389),(779.576.389),,-779576389.0,-779576389.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả khoản An sinh xã hội,(3.401.154.000),-,,-3401154000.0,
