row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Phải thu dịch vụ IT,Phải thu dịch vụ IT,Phải thu dịch vụ IT,Phải thu dịch vụ IT,Phải thu dịch vụ IT,,
- Bảo Việt Nhân thọ,Phải thu dịch vụ IT > - Bảo Việt Nhân thọ,- Bảo Việt Nhân thọ,16.872.178.775,18.091.299.910,16872178775.0,18091299910.0
- Bảo hiểm Bảo Việt,Phải thu dịch vụ IT > - Bảo hiểm Bảo Việt,- Bảo hiểm Bảo Việt,14.309.008.953,37.986.149.925,14309008953.0,37986149925.0
- BVF,Phải thu dịch vụ IT > - BVF,- BVF,873.230.105,213.379.685,873230105.0,213379685.0
- BVSC,Phải thu dịch vụ IT > - BVSC,- BVSC,1.765.685.213,821.215.545,1765685213.0,821215545.0
- BVInvest,Phải thu dịch vụ IT > - BVInvest,- BVInvest,212.347.846,54.334.382,212347846.0,54334382.0
- BVB,Phải thu dịch vụ IT > - BVB,- BVB,1.149.687.360,686.193.451,1149687360.0,686193451.0
,,,35.182.138.252,57.852.572.898,35182138252.0,57852572898.0
Phải thu dịch vụ cho thuê văn phòng,Phải thu dịch vụ cho thuê văn phòng,Phải thu dịch vụ cho thuê văn phòng,Phải thu dịch vụ cho thuê văn phòng,Phải thu dịch vụ cho thuê văn phòng,,
- BVInvest,Phải thu dịch vụ cho thuê văn phòng > - BVInvest,- BVInvest,3.305.560.152,1.776.171.562,3305560152.0,1776171562.0
- Công ty khác,Phải thu dịch vụ cho thuê văn phòng > - Công ty khác,- Công ty khác,44.028.551,41.023.977,44028551.0,41023977.0
,,,3.349.588.703,1.817.195.539,3349588703.0,1817195539.0
,,,38.531.726.955,59.669.768.437,38531726955.0,59669768437.0
