row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,100.052.846,105.395.162,100052846.0,105395162.0
"Bảo hiểm xã hội, bảo hiểm y tế","Bảo hiểm xã hội, bảo hiểm y tế","Bảo hiểm xã hội, bảo hiểm y tế",303.136.894,100.578.895,303136894.0,100578895.0
Bảo hiểm thất nghiệp,Bảo hiểm thất nghiệp,Bảo hiểm thất nghiệp,38.285.468,49.327.017,38285468.0,49327017.0
Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),3.010.461.817,21.983.617.106,3010461817.0,21983617106.0
Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,10.139.350.470,10.032.188.625,10139350470.0,10032188625.0
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,14.507.857.062,10.329.707.869,14507857062.0,10329707869.0
Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,6.464.822.389,4.874.995.870,6464822389.0,4874995870.0
Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,927.297.504,927.297.504,927297504.0,927297504.0
BVF,BVF,BVF,60.160.860,126.910.184,60160860.0,126910184.0
BVSC,BVSC,BVSC,603.096.640,550.596.640,603096640.0,550596640.0
BV Invest,BV Invest,BV Invest,5.314.097.377,2.712.906.591,5314097377.0,2712906591.0
Ngân hàng TMCP Bảo Việt,Ngân hàng TMCP Bảo Việt,Ngân hàng TMCP Bảo Việt,979.696.380,979.696.380,979696380.0,979696380.0
Sumitomo Life,Sumitomo Life,Sumitomo Life,158.685.912,157.304.700,158685912.0,157304700.0
Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),34.320.000.000,34.320.000.000,34320000000.0,34320000000.0
Phải trả phải nộp khác,Phải trả phải nộp khác,Phải trả phải nộp khác,710.249.208,1.037.681.527,710249208.0,1037681527.0
,,,63.129.393.765,77.958.496.201,63129393765.0,77958496201.0
