row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu hoạt động kinh doanh.,18,1.383.636.241.306,1.400.006.511.795,,18.0,1383636241306.0,1400006511795.0
11,11,11,2. Chi phí hoạt động kinh doanh,19,(101.915.149.137),(186.112.508.548),,19.0,-101915149137.0,-186112508548.0
20,20,20,3. Lợi nhuận gộp từ hoạt động kinh doanh,,1.281.721.092.169,1.213.894.003.247,,,1281721092169.0,1213894003247.0
26,26,26,4. Chi phí quản lý doanh nghiệp,20,(226.266.896.969),(170.692.552.398),,20.0,-226266896969.0,-170692552398.0
30,30,30,5. Lợi nhuận thuần từ hoạt động kinh doanh,,1.055.454.195.200,1.043.201.450.849,,,1055454195200.0,1043201450849.0
31,31,31,6. Thu nhập khác,,941.933.227,263.742.744,,,941933227.0,263742744.0
32,32,32,7. Chi phí khác,,(395.102.208),(3.500.000),,,-395102208.0,-3500000.0
40,40,40,8. Lợi nhuận khác,,546.831.019,260.242.744,,,546831019.0,260242744.0
50,50,50,9. Tổng lợi nhuận trước thuế,,1.056.001.026.219,1.043.461.693.593,,,1056001026219.0,1043461693593.0
51,51,51,10. Chi phí thuế TNDN hiện hành,21.1,(33.308.506.289),(25.480.937.541),,211.0,-33308506289.0,-25480937541.0
52,52,52,11. Thu nhập thuế TNDN hoãn lại,21.2,3.505.810.000,3.788.380.000,,212.0,3505810000.0,3788380000.0
60,60,60,12. Lợi nhuận sau thuế thu nhập doanh nghiệp,,1.026.198.329.930,1.021.769.136.052,,,1026198329930.0,1021769136052.0
