row_label_raw,row_label_full,col_0,Số cuối năm > Triệu VND,Số cuối năm > Số đầu nămTriệu VND,numeric__Số cuối năm > Triệu VND,numeric__Số cuối năm > Số đầu nămTriệu VND
Các công trình khu vực miền Bắc,Các công trình khu vực miền Bắc,Các công trình khu vực miền Bắc,4.954.625,4.467.228,4954625.0,4467228.0
Các công trình khu vực miền Trung,Các công trình khu vực miền Trung,Các công trình khu vực miền Trung,132.063,416.177,132063.0,416177.0
Các công trình khu vực miền Nam,Các công trình khu vực miền Nam,Các công trình khu vực miền Nam,168.544,334.518,168544.0,334518.0
,,,5.255.232,5.217.923,5255232.0,5217923.0
