row_label_raw,row_label_full,STT CHỈ TIÊU,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,,
01. Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 01. Mua sắm tài sản cố định,01. Mua sắm tài sản cố định,(1.869.401),(1.865.168),-1869401.0,-1865168.0
"02. Tiền thu từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 02. Tiền thu từ thanh lý, nhượng bán tài sản cố định","02. Tiền thu từ thanh lý, nhượng bán tài sản cố định",13.348,233.121,13348.0,233121.0
"03. Tiền chi từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 03. Tiền chi từ thanh lý, nhượng bán tài sản cố định","03. Tiền chi từ thanh lý, nhượng bán tài sản cố định",(8.573),(18.286),-8573.0,-18286.0
"04. Tiền chi đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 04. Tiền chi đầu tư, góp vốn vào các đơn vị khác","04. Tiền chi đầu tư, góp vốn vào các đơn vị khác",-,(1.297.511),,-1297511.0
"05. Tiền thu đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 05. Tiền thu đầu tư, góp vốn vào các đơn vị khác","05. Tiền thu đầu tư, góp vốn vào các đơn vị khác",210.388,17.705,210388.0,17705.0
"06. Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 06. Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","06. Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",301.368,496.626,301368.0,496626.0
II. Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > II. Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền thuần từ hoạt động đầu tư,(1.352.870),(2.433.513),-1352870.0,-2433513.0
LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,,
"01. Cổ tức trả cho cố động, lợi nhuận đã chia","LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH > 01. Cổ tức trả cho cố động, lợi nhuận đã chia","01. Cổ tức trả cho cố động, lợi nhuận đã chia",-,(3.723.405),,-3723405.0
III. Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH > III. Lưu chuyển tiền thuần từ hoạt động tài chính,III. Lưu chuyển tiền thuần từ hoạt động tài chính,-,(3.723.405),,-3723405.0
IV. Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH > IV. Lưu chuyển tiền thuần trong năm,IV. Lưu chuyển tiền thuần trong năm,31.976.967,(4.920.994),31976967.0,-4920994.0
V. Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH > V. Tiền và các khoản tương đương tiền đầu năm,V. Tiền và các khoản tương đương tiền đầu năm,82.103.181,87.008.802,82103181.0,87008802.0
VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH > VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,VI. Điều chỉnh ảnh hưởng của thay đổi tỷ giá,1.883,15.373,1883.0,15373.0
VII. Tiền và các khoản tương đương tiền cuối năm (Thuyết minh số 36),LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH > VII. Tiền và các khoản tương đương tiền cuối năm (Thuyết minh số 36),VII. Tiền và các khoản tương đương tiền cuối năm (Thuyết minh số 36),114.082.031,82.103.181,114082031.0,82103181.0
