row_label_raw,row_label_full,Đầu tư vào công ty con(xem Thuyết minh số 13.1) > Vốn góp liên doanh(xem Thuyết minh số 13.2),Số cuối nămTriệu VND > 4.600.882 > 2.088.788,Số đầu nămTriệu VND > 4.600.882 > 2.088.788,numeric__Số cuối nămTriệu VND > 4.600.882 > 2.088.788,numeric__Số đầu nămTriệu VND > 4.600.882 > 2.088.788
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,170.955,561.974,170955.0,561974.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,(2.574),(4.193),-2574.0,-4193.0
,,,6.858.051,7.247.451,6858051.0,7247451.0
