row_label_raw,row_label_full,col_0,Số dư đầu nămTriệu VND,Số phải nộptrong nămTriệu VND,Số đã thựcnộp trong nămTriệu VND,Số dư cuối nămTriệu VND,numeric__Số dư đầu nămTriệu VND,numeric__Số phải nộptrong nămTriệu VND,numeric__Số đã thựcnộp trong nămTriệu VND,numeric__Số dư cuối nămTriệu VND
Thuế GTGT,Thuế GTGT,Thuế GTGT,3.331,226.688,201.208,28.811,3331.0,226688.0,201208.0,28811.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,125.074,1.617.353,1.571.699,170.728,125074.0,1617353.0,1571699.0,170728.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,71.090,424.887,420.686,75.291,71090.0,424887.0,420686.0,75291.0
,,,199.495,2.268.928,2.193.593,274.830,199495.0,2268928.0,2193593.0,274830.0
