row_label_raw,row_label_full,col_0,Vốn điều lệ,Thặng dư vốn cổ phần,Quỹ dự phòng tài chính,Quỹ dự trữ bổ sung vốn điều lệ,Lợi nhuận sau thuế chưa phân phối,Tổng cộng,numeric__Vốn điều lệ,numeric__Thặng dư vốn cổ phần,numeric__Quỹ dự phòng tài chính,numeric__Quỹ dự trữ bổ sung vốn điều lệ,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Tại ngày đầu năm,Tại ngày đầu năm,Tại ngày đầu năm,37.234.046,8.969.827,3.357.333,1.687.574,3.685.197,54.933.977,37234046.0,8969827.0,3357333.0,1687574.0,3685197.0,54933977.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,-,6.689.924,6.689.924,,,,,6689924.0,6689924.0
Trích quỹ trong năm,Trích quỹ trong năm,Trích quỹ trong năm,-,-,668.992,334.497,(1.003.489),-,,,668992.0,334497.0,-1003489.0,
Điều chính khác,Điều chính khác,Điều chính khác,-,-,(2.745),-,71.898,69.153,,,-2745.0,,71898.0,69153.0
Chia cổ tức năm 2015,Chia cổ tức năm 2015,Chia cổ tức năm 2015,-,-,-,-,(2.606.383),(2.606.383),,,,,-2606383.0,-2606383.0
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,-,-,(2.743),-,-,(2.743),,,-2743.0,,,-2743.0
Tại ngày cuối năm,Tại ngày cuối năm,Tại ngày cuối năm,37.234.046,8.969.827,4.020.837,2.022.071,6.837.147,59.083.928,37234046.0,8969827.0,4020837.0,2022071.0,6837147.0,59083928.0
