row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,63.926.868.748,55.915.992.800,63926868748.0,55915992800.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,27.889.357.436,24.423.309.568,27889357436.0,24423309568.0
"- Chi phí vận chuyển, bốc vác","- Chi phí vận chuyển, bốc vác","- Chi phí vận chuyển, bốc vác",9.804.338.500,14.936.146.806,9804338500.0,14936146806.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,5.016.966.313,4.095.853.715,5016966313.0,4095853715.0
"- Chi phí quảng cáo, khuyến mại","- Chi phí quảng cáo, khuyến mại","- Chi phí quảng cáo, khuyến mại",6.873.660.171,3.846.941.474,6873660171.0,3846941474.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,11.008.770.055,7.009.443.831,11008770055.0,7009443831.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,3.333.776.273,1.604.297.406,3333776273.0,1604297406.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,66.126.022.204,52.702.290.412,66126022204.0,52702290412.0
- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,6.937.250.572,5.443.705.364,6937250572.0,5443705364.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,20.123.356.266,18.675.852.777,20123356266.0,18675852777.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,7.100.927.186,5.384.858.613,7100927186.0,5384858613.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,27.128.914.990,19.562.443.592,27128914990.0,19562443592.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,4.835.573.190,3.635.430.066,4835573190.0,3635430066.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,130.052.890.952,108.618.283.212,130052890952.0,108618283212.0
