row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Vốn đã góp,Vốn đã góp,Vốn đã góp,Vốn đã góp,Vốn đã góp,,
Vào ngày 1 tháng 1,Vốn đã góp > Vào ngày 1 tháng 1,Vào ngày 1 tháng 1,627.419.230.000,627.419.230.000,627419230000.0,627419230000.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,,
Vào ngày 31 tháng 12,Tăng trong năm > Vào ngày 31 tháng 12,Vào ngày 31 tháng 12,627.419.230.000,627.419.230.000,627419230000.0,627419230000.0
"Cổ tức, lợi nhuận đã công bố","Tăng trong năm > Cổ tức, lợi nhuận đã công bố","Cổ tức, lợi nhuận đã công bố",125.483.846.000,87.838.692.200,125483846000.0,87838692200.0
Cổ tức cho năm 2013 (1.400VND/cổ phần),Tăng trong năm > Cổ tức cho năm 2013 (1.400VND/cổ phần),Cổ tức cho năm 2013 (1.400VND/cổ phần),-,87.838.692.200,,87838692200.0
Cổ tức cho năm 2014 (1.500VND/cổ phần),Tăng trong năm > Cổ tức cho năm 2014 (1.500VND/cổ phần),Cổ tức cho năm 2014 (1.500VND/cổ phần),94.112.884.500,-,94112884500.0,
Cổ tức cho năm 2015 (500VND/cổ phần),Tăng trong năm > Cổ tức cho năm 2015 (500VND/cổ phần),Cổ tức cho năm 2015 (500VND/cổ phần),31.370.961.500,-,31370961500.0,
"Cổ tức, lợi nhuận đã trả","Tăng trong năm > Cổ tức, lợi nhuận đã trả","Cổ tức, lợi nhuận đã trả",125.483.846.000,87.838.692.200,125483846000.0,87838692200.0
Cổ tức cho năm 2013,Tăng trong năm > Cổ tức cho năm 2013,Cổ tức cho năm 2013,-,87.838.692.200,,87838692200.0
Cổ tức cho năm 2014,Tăng trong năm > Cổ tức cho năm 2014,Cổ tức cho năm 2014,94.112.884.500,-,94112884500.0,
Cổ tức cho năm 2015,Tăng trong năm > Cổ tức cho năm 2015,Cổ tức cho năm 2015,31.370.961.500,-,31370961500.0,
