row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23.1,4.476.957.353.063,4.318.113.047.058,,231.0,4476957353063.0,4318113047058.0
02,02,02,2. Các khoản giảm trừ doanh thu,23.1,(53.586.733.720),(35.042.828.522),,231.0,-53586733720.0,-35042828522.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23.1,4.423.370.619.343,4.283.070.218.536,,231.0,4423370619343.0,4283070218536.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,24,(4.059.887.516.273),(3.916.745.758.788),,24.0,-4059887516273.0,-3916745758788.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,363.483.103.070,366.324.459.748,,,363483103070.0,366324459748.0
21,21,21,6. Doanh thu hoạt động tài chính,23.2,69.634.721.096,46.508.501.286,,232.0,69634721096.0,46508501286.0
22,22,22,7. Chi phí tài chính- Trong đó: Chi phí lãi vay,26,(91.319.173.001)(58.455.274.055),(90.032.883.882)(79.199.019.545),,26.0,,
23,23,23,7. Chi phí tài chính- Trong đó: Chi phí lãi vay,26,(91.319.173.001)(58.455.274.055),(90.032.883.882)(79.199.019.545),,26.0,,
25,25,25,8. Chi phí bán hàng,25,(63.926.868.748),(55.915.992.800),,25.0,-63926868748.0,-55915992800.0
26,26,26,9. Chi phí quản lý doanh nghiệp,25,(66.126.022.204),(52.702.290.412),,25.0,-66126022204.0,-52702290412.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,211.745.760.213,214.181.793.940,,,211745760213.0,214181793940.0
31,31,31,11. Thu nhập khác,27,698.489.938,1.814.498.918,,27.0,698489938.0,1814498918.0
32,32,32,12. Chi phí khác,27,(1.059.003.748),(1.442.262.130),,27.0,-1059003748.0,-1442262130.0
40,40,40,13. (Lỗ)/Lợi nhuận khác,27,(360.513.810),372.236.788,,27.0,-360513810.0,372236788.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,211.385.246.403,214.554.030.728,,,211385246403.0,214554030728.0
51,51,51,15. Chi phí thuế TNDN hiện hành,29.1,24.380.593.337,37.222.293.950,,291.0,24380593337.0,37222293950.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,187.004.653.066,177.331.736.778,,,187004653066.0,177331736778.0
