row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,211.385.246.403,214.554.030.728,211385246403.0,214554030728.0
Các điều chỉnh giảm lợi nhuận theo kế toán Lợi nhuận được chia từ công ty con,Các điều chỉnh giảm lợi nhuận theo kế toán Lợi nhuận được chia từ công ty con,Các điều chỉnh giảm lợi nhuận theo kế toán Lợi nhuận được chia từ công ty con,(52.862.254.487),(28.946.680.755),-52862254487.0,-28946680755.0
Chi phí khấu hao ứng với phần vượt định mức,Chi phí khấu hao ứng với phần vượt định mức,Chi phí khấu hao ứng với phần vượt định mức,906.619.953,-,906619953.0,
Các khoản khác,Các khoản khác,Các khoản khác,26.551.859,-,26551859.0,
Thu nhập chịu thuế vớc tính trong năm,Thu nhập chịu thuế vớc tính trong năm,Thu nhập chịu thuế vớc tính trong năm,159.456.163.728,185.607.349.973,159456163728.0,185607349973.0
Thuế TNDN phải trả vớc tính trong năm hiện hành,Thuế TNDN phải trả vớc tính trong năm hiện hành,Thuế TNDN phải trả vớc tính trong năm hiện hành,24.324.414.982,37.222.293.950,24324414982.0,37222293950.0
Điều chỉnh thuế TNDN năm trước theo biên bản Kiểm toán Nhà nước,Điều chỉnh thuế TNDN năm trước theo biên bản Kiểm toán Nhà nước,Điều chỉnh thuế TNDN năm trước theo biên bản Kiểm toán Nhà nước,56.178.355,-,56178355.0,
Chi phí thuế TNDN phải nộp vớc tính trong năm hiện hành,Chi phí thuế TNDN phải nộp vớc tính trong năm hiện hành,Chi phí thuế TNDN phải nộp vớc tính trong năm hiện hành,24.380.593.337,37.222.293.950,24380593337.0,37222293950.0
Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,27.184.900.601,42.613.566.670,27184900601.0,42613566670.0
Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(30.554.941.963),(52.650.960.019),-30554941963.0,-52650960019.0
Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,21.010.551.975,27.184.900.601,21010551975.0,27184900601.0
