row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2014 (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2015,numeric__Ngày 31 tháng 12 năm 2014 (Trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,2.860.080.403.433,2.760.438.314.939,,,2860080403433.0,2760438314939.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,133.182.185.188,258.286.092.885,,4.0,133182185188.0,258286092885.0
111,111,111,1. Tiền,,103.182.185.188,35.286.092.885,,,103182185188.0,35286092885.0
112,112,112,2. Các khoản tương đương tiền,,30.000.000.000,223.000.000.000,,,30000000000.0,223000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,268.642.627.489,82.150.555.552,,,268642627489.0,82150555552.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,5,268.642.627.489,82.150.555.552,,5.0,268642627489.0,82150555552.0
130,130,130,III. Các khoản phải thu ngắn hạn,,870.387.203.547,860.413.348.345,,,870387203547.0,860413348345.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,766.560.265.474,770.186.822.389,,61.0,766560265474.0,770186822389.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,49.258.263.758,64.358.972.280,,62.0,49258263758.0,64358972280.0
136,136,136,3. Phải thu ngắn hạn khác,7,54.568.674.315,25.867.553.676,,7.0,54568674315.0,25867553676.0
140,140,140,IV. Hàng tồn kho,8,1.571.956.712.455,1.554.684.572.747,,8.0,1571956712455.0,1554684572747.0
141,141,141,1. Hàng tồn kho,,1.571.956.712.455,1.554.684.572.747,,,1571956712455.0,1554684572747.0
150,150,150,V. Tài sản ngắn hạn khác,,15.911.674.754,4.903.745.410,,,15911674754.0,4903745410.0
152,152,152,1. Thuế giá trị gia tăng được khấu trừ,17,10.908.137.210,1.231.049.794,,17.0,10908137210.0,1231049794.0
155,155,155,2. Tài sản ngắn hạn khác,,5.003.537.544,3.672.695.616,,,5003537544.0,3672695616.0
200,200,200,B. TÀI SẢN DÀI HẠN,,1.460.700.350.990,1.247.663.827.069,,,1460700350990.0,1247663827069.0
200,200,200,I. Phải thu dài hạn khác,,5.446.121.000,5.446.121.000,,,5446121000.0,5446121000.0
216,216,216,1. Phải thu dài hạn khác,9,5.446.121.000,5.446.121.000,,9.0,5446121000.0,5446121000.0
220,220,220,II. Tài sản cố định,,888.655.614.092,751.217.522.906,,,888655614092.0,751217522906.0
221,221,221,1. Tài sản cố định hữu hình,10,626.020.189.065,558.474.272.987,,10.0,626020189065.0,558474272987.0
222,222,222,Nguyên giá,,1.021.399.468.184,867.655.973.061,,,1021399468184.0,867655973061.0
223,223,223,Giá trị hao mòn lũy kế,,(395.379.279.119),(309.181.700.074),,,-395379279119.0,-309181700074.0
224,224,224,2. Tài sản cố định thuê tài chính,11,262.635.425.027,192.743.249.919,,11.0,262635425027.0,192743249919.0
225,225,225,Nguyên giá,,314.257.635.113,209.517.057.577,,,314257635113.0,209517057577.0
226,226,226,Giá trị hao mòn lũy kế,,(51.622.210.086),(16.773.807.658),,,-51622210086.0,-16773807658.0
240,240,240,III. Tài sản dở dang dài hạn,,227.132.878.314,145.354.922.163,,,227132878314.0,145354922163.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,12,227.132.878.314,145.354.922.163,,12.0,227132878314.0,145354922163.0
250,250,250,IV. Đầu tư tài chính dài hạn,14,339.465.737.584,343.441.562.503,,14.0,339465737584.0,343441562503.0
251,251,251,1. Đầu tư vào công ty con,,427.592.003.947,427.592.003.947,,,427592003947.0,427592003947.0
254,254,254,2. Dự phòng đầu tư tài chính dài hạn,,(88.126.266.363),(84.150.441.444),,,-88126266363.0,-84150441444.0
260,260,260,V. Tài sản dài hạn khác,,-,2.203.698.497,,,,2203698497.0
261,261,261,1. Chi phí trả trước dài hạn,,-,2.203.698.497,,,,2203698497.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.320.780.754.423,4.008.102.142.008,,,4320780754423.0,4008102142008.0
