row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,211.385.246.403,214.554.030.728,,,211385246403.0,214554030728.0
02,02,02,Khấu hao và hao mòn tài sản cố định,,50.563.978.414,43.377.257.800,,,50563978414.0,43377257800.0
03,03,03,Các khoản dự phòng,26,3.975.824.919,5.283.792.970,,26.0,3975824919.0,5283792970.0
04,04,04,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,,(902.800),(5.302.481),,,-902800.0,-5302481.0
05,05,05,Lãi tử hoạt động đầu tư,,(68.009.453.335),(45.970.048.357),,,-68009453335.0,-45970048357.0
06,06,06,Chi phí lãi vay,26,58.455.274.055,79.199.019.545,,26.0,58455274055.0,79199019545.0
08,08,08,Lợi nhuận tử hoạt động kinh doanh trước thay đối vốn lưu động,,256.369.967.656,296.438.750.205,,,256369967656.0,296438750205.0
09,09,09,Giảm các khoản phải thu,,72.606.877.677,79.429.020.220,,,72606877677.0,79429020220.0
10,10,10,Tăng hàng tồn kho,,(11.050.672.459),(146.091.847.932),,,-11050672459.0,-146091847932.0
11,11,11,Tăng/(giảm) các khoản phải trả,,(53.081.713.939),281.304.458.164,,,-53081713939.0,281304458164.0
12,12,12,Giảm/(tăng) chi phí trả trước,,2.203.698.497,(1.100.495.701),,,2203698497.0,-1100495701.0
14,14,14,Tiền lãi vay đã trả,,(87.023.246.412),(106.108.946.519),,,-87023246412.0,-106108946519.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,29.1,(30.554.941.963),(52.650.960.019),,291.0,-30554941963.0,-52650960019.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,21,(22.839.511.000),(16.403.545.000),,21.0,-22839511000.0,-16403545000.0
20,20,20,Lưu chuyển tiền thuần tử hoạt động kinh doanh,,126.630.458.057,334.816.433.418,,,126630458057.0,334816433418.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(244.678.352.062),(180.853.841.906),,,-244678352062.0,-180853841906.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ",,109.090.909,24.625.062.679,,,109090909.0,24625062679.0
23,23,23,Tiền chi đầu tư vào khoản tiền gửi có kỳ hạn,,(206.592.071.937),(88.433.578.194),,,-206592071937.0,-88433578194.0
24,24,24,Tiền thu hồi lại khoản đầu tư vào khoản tiền gửi có kỳ hạn,,20.100.000.000,412.505.797.642,,,20100000000.0,412505797642.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,-,(10.000.000.000),,,,-10000000000.0
27,27,27,Tiền thu lãi tiền gửi và lợi nhuận được chia tử công ty con,,68.502.121.748,48.968.154.166,,,68502121748.0,48968154166.0
30,30,30,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động đầu tư,,(362.559.211.342),206.811.594.387,,,-362559211342.0,206811594387.0
,,,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
33,33,33,Tiền thu từ đi vay và nợ thuê tài chính,,3.905.987.966.314,3.462.545.732.575,,,3905987966314.0,3462545732575.0
34,34,34,Tiền chi trả nợ gốc vay,,(3.634.448.399.957),(3.695.577.640.694),,,-3634448399957.0,-3695577640694.0
35,35,35,Tiền chi trả nợ gốc thuê tài chính,,(35.231.777.569),(75.773.977.426),,,-35231777569.0,-75773977426.0
36,36,36,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",22.2,(125.483.846.000),(87.838.692.200),,222.0,-125483846000.0,-87838692200.0
40,40,40,Lưu chuyển tiền thuần từ/(sử dụng vào)/ hoạt động tài chính,,110.823.942.788,(396.644.577.745),,,110823942788.0,-396644577745.0
