row_label_raw,row_label_full,col_0,Đơn vị tính: VNĐ > Giá trị (đồng thời là số có khả năng trả nợ) > Ngày 31 tháng 12 năm 2015,Đơn vị tính: VNĐ > Giá trị (đồng thời là số có khả năng trả nợ) > Ngày 31 tháng 12 năm 2014,numeric__Đơn vị tính: VNĐ > Giá trị (đồng thời là số có khả năng trả nợ) > Ngày 31 tháng 12 năm 2015,numeric__Đơn vị tính: VNĐ > Giá trị (đồng thời là số có khả năng trả nợ) > Ngày 31 tháng 12 năm 2014
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,6.412.851.930,20.576.346.644,6412851930.0,20576346644.0
Trong đó:- Trả trước từ Công ty TNHH Tân An Thái- Trả trước từ người mua khác,Trong đó:- Trả trước từ Công ty TNHH Tân An Thái- Trả trước từ người mua khác,Trong đó:- Trả trước từ Công ty TNHH Tân An Thái- Trả trước từ người mua khác,6.412.851.930,12.000.000.0008.576.346.644,6412851930.0,1.2000000000857635e+20
Các bên liên quan trả tiền trước(Thuyết minh số 30),Các bên liên quan trả tiền trước(Thuyết minh số 30),Các bên liên quan trả tiền trước(Thuyết minh số 30),66.802.210.502,35.568.061.224,66802210502.0,35568061224.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,73.215.062.432,56.144.407.868,73215062432.0,56144407868.0
