row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2021,31/12/2020,numeric__Thuyết minh,numeric__31/12/2021,numeric__31/12/2020
VIII. Vốn và các quỹ,VIII. Vốn và các quỹ,VIII. Vốn và các quỹ,V.22,3.708.698,3.620.982,,3708698.0,3620982.0
1. Vốn của TCTD,1. Vốn của TCTD,1. Vốn của TCTD,,3.080.716,3.080.716,,3080716.0,3080716.0
a. Vốn điều lệ,a. Vốn điều lệ,a. Vốn điều lệ,,3.080.000,3.080.000,,3080000.0,3080000.0
"b. Vốn đầu tư XDCB, mua sắm tài sản cố định","b. Vốn đầu tư XDCB, mua sắm tài sản cố định","b. Vốn đầu tư XDCB, mua sắm tài sản cố định",,-,-,,,
c. Thặng dư vốn cổ phần,"b. Vốn đầu tư XDCB, mua sắm tài sản cố định > c. Thặng dư vốn cổ phần",c. Thặng dư vốn cổ phần,,716,716,,716.0,716.0
d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,,-,-,,,
e. Cổ phiếu ưu đãi,e. Cổ phiếu ưu đãi,e. Cổ phiếu ưu đãi,,-,-,,,
g. Vốn khác,g. Vốn khác,g. Vốn khác,,-,-,,,
2. Quỹ của TCTD,g. Vốn khác > 2. Quỹ của TCTD,2. Quỹ của TCTD,,323.710,309.153,,323710.0,309153.0
3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,,-,-,,,
4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,,-,-,,,
5. Lợi nhuận chưa phân phối,4. Chênh lệch đánh giá lại tài sản > 5. Lợi nhuận chưa phân phối,5. Lợi nhuận chưa phân phối,,304.272,231.113,,304272.0,231113.0
IX. Lợi ích của cổ đông thiểu số,IX. Lợi ích của cổ đông thiểu số,IX. Lợi ích của cổ đông thiểu số,,-,-,,,
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,IX. Lợi ích của cổ đông thiểu số > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU,,25.219.465,24.552.393,,25219465.0,24552393.0
