row_label_raw,row_label_full,Chỉ tiêu,31/12/2021,31/12/2020,numeric__31/12/2021,numeric__31/12/2020
Cam kết giao dịch ngoại hối,Cam kết giao dịch ngoại hối,Cam kết giao dịch ngoại hối,1.697.100,4.161.600,1697100.0,4161600.0
Cam kết giao dịch hoán đối,Cam kết giao dịch hoán đối,Cam kết giao dịch hoán đối,1.697.100,4.161.600,1697100.0,4161600.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,132.368,128.805,132368.0,128805.0
Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,132.368,128.805,132368.0,128805.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,232.670,168.203,232670.0,168203.0
Bảo lãnh thanh toán,Bảo lãnh thanh toán,Bảo lãnh thanh toán,108.762,68.138,108762.0,68138.0
Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,38.978,34.915,38978.0,34915.0
Bảo lãnh dự thầu,Bảo lãnh dự thầu,Bảo lãnh dự thầu,20.488,8.937,20488.0,8937.0
Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,64.442,56.213,64442.0,56213.0
Tổng,Tổng,Tổng,2.062.138,4.458.608,2062138.0,4458608.0
