row_label_raw,row_label_full,col_0,Giá trị đến31/12/2021,Giá trị đến31/12/2020,numeric__Giá trị đến31/12/2021,numeric__Giá trị đến31/12/2020
Loại tài sản đảm bảo,Loại tài sản đảm bảo,Loại tài sản đảm bảo,,,,
Bắt động sản,Loại tài sản đảm bảo > Bắt động sản,Bắt động sản,30.343.269,28.058.357,30343269.0,28058357.0
Phương tiện vận tải,Loại tài sản đảm bảo > Phương tiện vận tải,Phương tiện vận tải,347.751,389.225,347751.0,389225.0
"Số tiết kiệm, kỳ phiếu và các giấy tờ có giá khác","Loại tài sản đảm bảo > Số tiết kiệm, kỳ phiếu và các giấy tờ có giá khác","Số tiết kiệm, kỳ phiếu và các giấy tờ có giá khác",1.041.050,931.470,1041050.0,931470.0
"Vật tư, hàng hóa","Loại tài sản đảm bảo > Vật tư, hàng hóa","Vật tư, hàng hóa",241.388,323.276,241388.0,323276.0
Tài sản thế chấp khác,Loại tài sản đảm bảo > Tài sản thế chấp khác,Tài sản thế chấp khác,878.889,840.270,878889.0,840270.0
Tổng,Loại tài sản đảm bảo > Tổng,Tổng,32.852.347,30.542.598,32852347.0,30542598.0
