row_label_raw,row_label_full,"Cổ tức nhận được trong năm từ góp vốn, mua cổ phần.",Năm 2021 > 113.527,Năm 2020 > 3.052,numeric__Năm 2021 > 113.527,numeric__Năm 2020 > 3.052
Thu từ lợi nhuận công ty con chuyển về,Thu từ lợi nhuận công ty con chuyển về,Thu từ lợi nhuận công ty con chuyển về,6.611,1.644,6611.0,1644.0
"Thu từ góp vốn, đầu tư dài hạn","Thu từ góp vốn, đầu tư dài hạn","Thu từ góp vốn, đầu tư dài hạn",-,1.408,,1408.0
Thu nhập từ bán cổ phần,Thu nhập từ bán cổ phần,Thu nhập từ bán cổ phần,106.916,-,106916.0,
Tổng cộng,Tổng cộng,Tổng cộng,113.527,3.052,113527.0,3052.0
