row_label_raw,row_label_full,NGUỒN VỐN,Mã số,TM,31/12/2019,01/01/2019,numeric__Mã số,numeric__TM,numeric__31/12/2019,numeric__01/01/2019
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,300,,12.610.058.732.408,12.732.358.084.527,300.0,,12610058732408.0,12732358084527.0
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,310,,4.741.152.958.014,3.780.854.736.296,310.0,,4741152958014.0,3780854736296.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,5.13,1.810.033.597.640,884.581.369.352,311.0,513.0,1810033597640.0,884581369352.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,600.000.000,-,312.0,,600000000.0,
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,5.14,135.214.247.118,99.603.919.067,313.0,514.0,135214247118.0,99603919067.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,314,,68.479.036.633,66.252.076.659,314.0,,68479036633.0,66252076659.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,5.15,575.649.163.174,595.340.577.080,315.0,515.0,575649163174.0,595340577080.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,5.16,15.365.150.790,176.043.936.503,319.0,516.0,15365150790.0,176043936503.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,5.12,2.102.473.905.459,1.932.889.334.586,320.0,512.0,2102473905459.0,1932889334586.0
Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,322,,33.337.857.200,26.143.523.049,322.0,,33337857200.0,26143523049.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,330,,7.868.905.774.394,8.951.503.348.231,330.0,,7868905774394.0,8951503348231.0
Phải trả người bán dài hạn,Phải trả người bán dài hạn,Phải trả người bán dài hạn,331,5.13,399.547.194.901,399.805.189.215,331.0,513.0,399547194901.0,399805189215.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,338,5.12,7.451.237.562.422,8.551.698.159.016,338.0,512.0,7451237562422.0,8551698159016.0
Quỹ phát triển KH&CN,Quỹ phát triển KH&CN,Quỹ phát triển KH&CN,343,,18.121.017.071,-,343.0,,18121017071.0,
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,400,,7.541.268.594.079,7.399.862.967.844,400.0,,7541268594079.0,7399862967844.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,5.18,7.541.268.594.079,7.399.862.967.844,410.0,518.0,7541268594079.0,7399862967844.0
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,411,,6.800.000.000.000,6.800.000.000.000,411.0,,6800000000000.0,6800000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,6.800.000.000.000,6.800.000.000.000,,,6800000000000.0,6800000000000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,-,-,412.0,,,
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,,-,-,414.0,,,
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,416,,-,-,416.0,,,
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,,3.269.425.647,3.269.425.647,418.0,,3269425647.0,3269425647.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,737.999.168.432,596.593.542.197,421.0,,737999168432.0,596593542197.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,186.400.917.850,94.987.627.670,,,186400917850.0,94987627670.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,551.598.250.582,501.605.914.527,,,551598250582.0,501605914527.0
Nguồn kinh phí và quỹ khác,Nguồn kinh phí và quỹ khác,Nguồn kinh phí và quỹ khác,430,,-,-,430.0,,,
