row_label_raw,row_label_full,(i) Phải thu khác,31/12/2019(VND),numeric__31/12/2019(VND)
Phải thu tiền vật tư nhà thầu SFECO,Phải thu tiền vật tư nhà thầu SFECO,Phải thu tiền vật tư nhà thầu SFECO,4.618.319.540,4618319540.0
Thuế GTGT tiền điện tạm nộp,Thuế GTGT tiền điện tạm nộp,Thuế GTGT tiền điện tạm nộp,10.455.224.150,10455224150.0
Các khoản khác,Các khoản khác,Các khoản khác,18.382.284.619,18382284619.0
Cộng,Cộng,Cộng,33.455.828.309,33455828309.0
