row_label_raw,row_label_full,col_0,31/12/2019(VND),01/01/2019(VND),numeric__31/12/2019(VND),numeric__01/01/2019(VND)
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,804.261.136,935.326.403,804261136.0,935326403.0
"Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",366.521.716,588.465.095,366521716.0,588465095.0
Chi phí bảo hiểm,Chi phí bảo hiểm,Chi phí bảo hiểm,326.804.524,271.994.294,326804524.0,271994294.0
Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,110.934.896,74.867.014,110934896.0,74867014.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,194.692.962.084,342.796.803.244,194692962084.0,342796803244.0
Công cụ dụng cụ phân bổ nhiều năm,Công cụ dụng cụ phân bổ nhiều năm,Công cụ dụng cụ phân bổ nhiều năm,10.172.178.113,6.047.919.048,10172178113.0,6047919048.0
Chi phí sửa chữa lớn chờ phân bổ,Chi phí sửa chữa lớn chờ phân bổ,Chi phí sửa chữa lớn chờ phân bổ,157.136.733.825,73.068.059.350,157136733825.0,73068059350.0
Chi phí giai đoạn triển khai không đủ tiêu chuẩn ghi nhận TSCĐ vô hình,Chi phí giai đoạn triển khai không đủ tiêu chuẩn ghi nhận TSCĐ vô hình,Chi phí giai đoạn triển khai không đủ tiêu chuẩn ghi nhận TSCĐ vô hình,27.005.656.390,28.092.521.711,27005656390.0,28092521711.0
Lỗ CLTG phân bổ không quá 5 năm,Lỗ CLTG phân bổ không quá 5 năm,Lỗ CLTG phân bổ không quá 5 năm,-,235.289.515.388,,235289515388.0
Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,378.393.756,298.787.747,378393756.0,298787747.0
Cộng,Cộng,Cộng,195.497.223.220,343.732.129.647,195497223220.0,343732129647.0
