row_label_raw,row_label_full,col_0,31/12/2019(VND) > Giá gốc,31/12/2019(VND) > Giá trị hợp lý,31/12/2019(VND) > Dự phòng,01/01/2019(VND) > Giá gốc,01/01/2019(VND) > Giá trị hợp lý,01/01/2019(VND) > Dự phòng,numeric__31/12/2019(VND) > Giá gốc,numeric__31/12/2019(VND) > Giá trị hợp lý,numeric__31/12/2019(VND) > Dự phòng,numeric__01/01/2019(VND) > Giá gốc,numeric__01/01/2019(VND) > Giá trị hợp lý,numeric__01/01/2019(VND) > Dự phòng
Ngắn hạn,Ngắn hạn,Ngắn hạn,927.445.893.663,927.445.893.663,-,650.001.015.403,650.001.015.403,-,927445893663.0,927445893663.0,,650001015403.0,650001015403.0,
Công ty CP Nhiệt điện Cẩm Phả - TKV,Công ty CP Nhiệt điện Cẩm Phả - TKV,Công ty CP Nhiệt điện Cẩm Phả - TKV,914.670.347.827,914.670.347.827,-,642.796.450.061,642.796.450.061,-,914670347827.0,914670347827.0,,642796450061.0,642796450061.0,
+ Gốc vay,+ Gốc vay,+ Gốc vay,754.000.000.000,754.000.000.000,-,-,-,-,754000000000.0,754000000000.0,,,,
+ Cho vay dài hạn đến hạn trả,+ Cho vay dài hạn đến hạn trả,+ Cho vay dài hạn đến hạn trả,160.670.347.827,160.670.347.827,-,642.796.450.061,642.796.450.061,-,160670347827.0,160670347827.0,,642796450061.0,642796450061.0,
Công ty CP Than - Điện Nông Sơn -TKV,Công ty CP Than - Điện Nông Sơn -TKV,Công ty CP Than - Điện Nông Sơn -TKV,12.775.545.836,12.775.545.836,-,7.204.565.342,7.204.565.342,-,12775545836.0,12775545836.0,,7204565342.0,7204565342.0,
+ Cho vay dài hạn đến hạn trả,+ Cho vay dài hạn đến hạn trả,+ Cho vay dài hạn đến hạn trả,12.775.545.836,12.775.545.836,-,7.204.565.342,7.204.565.342,-,12775545836.0,12775545836.0,,7204565342.0,7204565342.0,
Dài hạn,Dài hạn,Dài hạn,1.937.261.637.257,1.937.261.637.257,-,1.728.684.939.682,1.728.684.939.682,-,1937261637257.0,1937261637257.0,,1728684939682.0,1728684939682.0,
Công ty CP Nhiệt điện Cẩm Phả - TKV,Công ty CP Nhiệt điện Cẩm Phả - TKV,Công ty CP Nhiệt điện Cẩm Phả - TKV,1.726.596.104.745,1.726.596.104.745,-,1.505.243.861.334,1.505.243.861.334,-,1726596104745.0,1726596104745.0,,1505243861334.0,1505243861334.0,
Công ty CP Than - Điện Nông Sơn -TKV,Công ty CP Than - Điện Nông Sơn -TKV,Công ty CP Than - Điện Nông Sơn -TKV,210.665.532.512,210.665.532.512,-,223.441.078.348,223.441.078.348,-,210665532512.0,210665532512.0,,223441078348.0,223441078348.0,
Cộng,Cộng,Cộng,2.864.707.530.920,2.864.707.530.920,-,2.378.685.955.085,2.378.685.955.085,-,2864707530920.0,2864707530920.0,,2378685955085.0,2378685955085.0,
