row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,,
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
▪ Bằng VND,Tiền gửi không kỳ hạn > ▪ Bằng VND,▪ Bằng VND,103.469,160.757,103469.0,160757.0
▪ Bằng ngoại tệ,Tiền gửi không kỳ hạn > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,9.628,2.302,9628.0,2302.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
▪ Bằng VND,Tiền gửi có kỳ hạn > ▪ Bằng VND,▪ Bằng VND,470.000,1.825.276,470000.0,1825276.0
▪ Bằng ngoại tệ,Tiền gửi có kỳ hạn > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,1.152.268,109.454,1152268.0,109454.0
,,,1.735.365,2.097.789,1735365.0,2097789.0
Vay từ các TCTD khác,Vay từ các TCTD khác,Vay từ các TCTD khác,Vay từ các TCTD khác,Vay từ các TCTD khác,,
▪ Bằng VND,Vay từ các TCTD khác > ▪ Bằng VND,▪ Bằng VND,123.047,335.541,123047.0,335541.0
Trong đó,Trong đó,Trong đó,,,,
"Vay cảm cố, thế chấp (i)","Trong đó > Vay cảm cố, thế chấp (i)","Vay cảm cố, thế chấp (i)",-,100.000,,100000.0
▪ Bằng ngoại tệ,Trong đó > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,376.703,-,376703.0,
,,,499.750,335.541,499750.0,335541.0
,,,2.235.115,2.433.330,2235115.0,2433330.0
