row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016 > Cho vay khách hàng – gộp Triệu VND,Tại ngày 31 tháng 12 năm 2016 > Tiền gửi của khách hàng Triệu VND,Tại ngày 31 tháng 12 năm 2016 > Nợ tiềm tàng và các cam kết tín dụng Triệu VND,Tại ngày 31 tháng 12 năm 2016 > Kinh doanh và đầu tư chứng khoán – gộp Triệu VND,Tại ngày 31 tháng 12 năm 2016 > Tiền gửi và cho vay các TCTD khác – gộp Triệu VND,Tại ngày 31 tháng 12 năm 2016 > Tiền gửi và vay các TCTD khác Triệu VND,Tại ngày 31 tháng 12 năm 2016 > Công cụ tài chính phải sinh (tổng giá trị hợp đồng) Triệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Cho vay khách hàng – gộp Triệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Tiền gửi của khách hàng Triệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Nợ tiềm tàng và các cam kết tín dụng Triệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Kinh doanh và đầu tư chứng khoán – gộp Triệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Tiền gửi và cho vay các TCTD khác – gộp Triệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Tiền gửi và vay các TCTD khác Triệu VND,numeric__Tại ngày 31 tháng 12 năm 2016 > Công cụ tài chính phải sinh (tổng giá trị hợp đồng) Triệu VND
Trong nước,Trong nước,Trong nước,163.401.221,207.051.269,5.342.155,46.998.086,6.352.621,1.968.952,5.191.714,163401221.0,207051269.0,5342155.0,46998086.0,6352621.0,1968952.0,5191714.0
Nước ngoài,Nước ngoài,Nước ngoài,-,-,4.715.279,-,1.971.286,266.163,2.234.943,,,4715279.0,,1971286.0,266163.0,2234943.0
,,,163.401.221,207.051.269,10.057.434,46.998.086,8.323.907,2.235.115,7.426.657,163401221.0,207051269.0,10057434.0,46998086.0,8323907.0,2235115.0,7426657.0
Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,,,,,,,
,,,Cho vay khách hàng – gộp Triệu VND,Tiền gửi của khách hàng Triệu VND,Nợ tiềm tàng và các cam kết tín dụng Triệu VND,Kinh doanh và đầu tư chứng khoán – gộp Triệu VND,Tiền gửi và cho vay các TCTD khác – gộp Triệu VND,Tiền gửi và vay các TCTD khác Triệu VND,Công cụ tài chính phải sinh (tổng giá trị hợp đồng) Triệu VND,,,,,,,
Trong nước,Tại ngày 31 tháng 12 năm 2015 > Trong nước,Trong nước,135.348.271,174.918.997,4.528.893,40.865.791,8.255.795,2.433.076,2.630.636,135348271.0,174918997.0,4528893.0,40865791.0,8255795.0,2433076.0,2630636.0
Nước ngoài,Tại ngày 31 tháng 12 năm 2015 > Nước ngoài,Nước ngoài,-,-,4.068.585,-,2.066.546,254,2.027.699,,,4068585.0,,2066546.0,254.0,2027699.0
,,,135.348.271,174.918.997,8.597.478,40.865.791,10.322.341,2.433.330,4.658.335,135348271.0,174918997.0,8597478.0,40865791.0,10322341.0,2433330.0,4658335.0
