row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮUNỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,18,-,5.178.981,,18.0,,5178981.0
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,19,2.235.115,2.433.330,,19.0,2235115.0,2433330.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,1.735.365,2.097.789,,,1735365.0,2097789.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,499.750,335.541,,,499750.0,335541.0
III,B > III,III,Tiền gửi của khách hàng,20,207.051.269,174.918.997,,20.0,207051269.0,174918997.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",21,122.697,161.678,,21.0,122697.0,161678.0
VI,B > VI,VI,Phát hành giấy tờ có giá,22,6.615.000,3.075.000,,22.0,6615000.0,3075000.0
VII,B > VII,VII,Các khoản nợ khác,23,3.594.080,2.901.457,,23.0,3594080.0,2901457.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,2.281.452,1.741.689,,,2281452.0,1741689.0
2,B > 2,2,Thuế thu nhập doanh nghiệp hoãn lại phải trả,24,462,-,,24.0,462.0,
3,B > 3,3,Các khoản phải trả và công nợ khác,,1.312.166,1.159.768,,,1312166.0,1159768.0
,,,TỔNG NỘ PHẢI TRẢ,,219.618.161,188.669.443,,,219618161.0,188669443.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn chủ sở hữu,25,14.062.716,12.787.542,,25.0,14062716.0,12787542.0
1,B > 1,1,Vốn của tổ chức tín dụng,,8.711.240,8.711.240,,,8711240.0,8711240.0
\( a \),B > \( a \),\( a \),Vốn điều lệ,,9.376.965,9.376.965,,,9376965.0,9376965.0
\( d \),B > \( d \),\( d \),Cổ phiếu quỹ,,(665.725),(665.725),,,-665725.0,-665725.0
2,B > 2,2,Quỹ của tổ chức tín dụng,,2.590.181,2.374.178,,,2590181.0,2374178.0
5,B > 5,5,Lợi nhuận chưa phân phối,,2.761.295,1.702.124,,,2761295.0,1702124.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,14.062.716,12.787.542,,,14062716.0,12787542.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,233.680.877,201.456.985,,,233680877.0,201456985.0
