row_label_raw,row_label_full,col_0,Năm 2016 > Miền Bắc Triệu VND,Năm 2016 > Miền Trung Triệu VND,Năm 2016 > Miền Nam Triệu VND,Năm 2016 > Loại trừ Triệu VND,Năm 2016 > Tổng Triệu VND,numeric__Năm 2016 > Miền Bắc Triệu VND,numeric__Năm 2016 > Miền Trung Triệu VND,numeric__Năm 2016 > Miền Nam Triệu VND,numeric__Năm 2016 > Loại trừ Triệu VND,numeric__Năm 2016 > Tổng Triệu VND
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,340.254,215.741,1.276.597,(165.566),1.667.026,340254.0,215741.0,1276597.0,-165566.0,1667026.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,40.339.440,22.868.692,257.630.717,(87.157.972),233.680.877,40339440.0,22868692.0,257630717.0,-87157972.0,233680877.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,39.999.186,22.652.950,241.786.334,(84.820.309),219.618.161,39999186.0,22652950.0,241786334.0,-84820309.0,219618161.0
,,,Năm 2015,Năm 2015,Năm 2015,Năm 2015,Năm 2015,,,,,
,,,Miền Bắc Triệu VND,Miền Trung Triệu VND,Miền Nam Triệu VND,Loại trừ Triệu VND,Tổng Triệu VND,,,,,
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,200.444,184.333,1.045.225,(115.851),1.314.151,200444.0,184333.0,1045225.0,-115851.0,1314151.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,31.792.545,17.758.246,226.897.192,(74.990.998),201.456.985,31792545.0,17758246.0,226897192.0,-74990998.0,201456985.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,31.592.101,17.573.914,212.213.918,(72.710.490),188.669.443,31592101.0,17573914.0,212213918.0,-72710490.0,188669443.0
