row_label_raw,row_label_full,col_0,31/12/2016 > Nguyên giá Triệu VND,31/12/2016 > Giá trị ghi sổ Triệu VND,31/12/2015 > Nguyên giá Triệu VND,31/12/2015 > Giá trị ghi sổ Triệu VND,numeric__31/12/2016 > Nguyên giá Triệu VND,numeric__31/12/2016 > Giá trị ghi sổ Triệu VND,numeric__31/12/2015 > Nguyên giá Triệu VND,numeric__31/12/2015 > Giá trị ghi sổ Triệu VND
Công ty Cổ phần Sài Gòn Kim hoàn ACB-SJC,Công ty Cổ phần Sài Gòn Kim hoàn ACB-SJC,Công ty Cổ phần Sài Gòn Kim hoàn ACB-SJC,1.000,1.280,1.000,1.278,1000.0,1280.0,1000.0,1278.0
Công ty Cổ phần Dịch vụ Bảo vệ Ngân hàng Á Châu,Công ty Cổ phần Dịch vụ Bảo vệ Ngân hàng Á Châu,Công ty Cổ phần Dịch vụ Bảo vệ Ngân hàng Á Châu,200,346,200,315,200.0,346.0,200.0,315.0
,,,1.200,1.626,1.200,1.593,1200.0,1626.0,1200.0,1593.0
