row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,,
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5.119.306,4.608.680,5119306.0,4608680.0
Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,8.323.907,10.322.341,8323907.0,10322341.0
Chứng khoán kinh doanh – chứng khoán nợ – gộp,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Chứng khoán kinh doanh – chứng khoán nợ – gộp,Chứng khoán kinh doanh – chứng khoán nợ – gộp,720.577,-,720577.0,
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,16.065,47.603,16065.0,47603.0
Cho vay khách hàng – gộp,Rủi ro tín dụng liên quan đến các tài sản nội bảng > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,163.401.221,135.348.271,163401221.0,135348271.0
Chứng khoán đầu tư:,Chứng khoán đầu tư:,Chứng khoán đầu tư:,Chứng khoán đầu tư:,Chứng khoán đầu tư:,,
▪ Chứng khoán nợ – đầu tư sẵn sàng để bán – gộp,Chứng khoán đầu tư: > ▪ Chứng khoán nợ – đầu tư sẵn sàng để bán – gộp,▪ Chứng khoán nợ – đầu tư sẵn sàng để bán – gộp,10.087.522,10.954.086,10087522.0,10954086.0
▪ Chứng khoán nợ – đầu tư giữ đến ngày đáo hạn – gộp,Chứng khoán đầu tư: > ▪ Chứng khoán nợ – đầu tư giữ đến ngày đáo hạn – gộp,▪ Chứng khoán nợ – đầu tư giữ đến ngày đáo hạn – gộp,34.824.159,28.821.509,34824159.0,28821509.0
Tài sản tài chính khác – gộp,Chứng khoán đầu tư: > Tài sản tài chính khác – gộp,Tài sản tài chính khác – gộp,7.332.586,7.789.503,7332586.0,7789503.0
,,,229.825.343,197.891.993,229825343.0,197891993.0
Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,,
Các cam kết tin dụng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng > Các cam kết tin dụng,Các cam kết tin dụng,10.057.434,8.597.478,10057434.0,8597478.0
,,,239.882.777,206.489.471,239882777.0,206489471.0
