row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2015,Quá hạnTriệu VND,Khôngchịu lãiTriệu VND,Dưới 1thángTriệu VND,Từ 1đến 3 thángTriệu VND,Từ trên 3đến 6 thángTriệu VND,Từ trên 6đến 12 thángTriệu VND,Từ trên 1đến 5 nămTriệu VND,Trên 5 nămTriệu VND,TổngTriệu VND,numeric__Quá hạnTriệu VND,numeric__Khôngchịu lãiTriệu VND,numeric__Dưới 1thángTriệu VND,numeric__Từ 1đến 3 thángTriệu VND,numeric__Từ trên 3đến 6 thángTriệu VND,numeric__Từ trên 6đến 12 thángTriệu VND,numeric__Từ trên 1đến 5 nămTriệu VND,numeric__Trên 5 nămTriệu VND,numeric__TổngTriệu VND
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,2.806.088,-,-,-,-,-,-,2.806.088,,2806088.0,,,,,,,2806088.0
Tiền gửi tại NI INNVN,Tài sản > Tiền gửi tại NI INNVN,Tiền gửi tại NI INNVN,-,4.608.680,-,-,-,-,-,-,4.608.680,,4608680.0,,,,,,,4608680.0
Tiền gửi và cho vay các tổ chứctín dụng khác – gộp,Tài sản > Tiền gửi và cho vay các tổ chứctín dụng khác – gộp,Tiền gửi và cho vay các tổ chứctín dụng khác – gộp,24.078,-,3.286.484,5.084.111,1.527.668,-,-,400.000,10.322.341,24078.0,,3286484.0,5084111.0,1527668.0,,,400000.0,10322341.0
Chứng khoán kinh doanh – gộp,Tài sản > Chứng khoán kinh doanh – gộp,Chứng khoán kinh doanh – gộp,-,103.034,-,-,-,-,-,-,103.034,,103034.0,,,,,,,103034.0
Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,-,47.603,-,-,-,-,-,-,47.603,,47603.0,,,,,,,47603.0
Cho vay khách hàng – gộp,Tài sản > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,3.799.633,-,2.527.809,117.190.769,5.992.766,4.913.096,785.710,138.488,135.348.271,3799633.0,,2527809.0,117190769.0,5992766.0,4913096.0,785710.0,138488.0,135348271.0
Chứng khoán đầu tư – gộp,Tài sản > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,890.845,2.869.932,-,-,-,52.000,33.672.587,3.277.393,40.762.757,890845.0,2869932.0,,,,52000.0,33672587.0,3277393.0,40762757.0
"Góp vốn, đầu tư dài hạn – gộp","Tài sản > Góp vốn, đầu tư dài hạn – gộp","Góp vốn, đầu tư dài hạn – gộp",-,218.797,-,-,-,-,-,-,218.797,,218797.0,,,,,,,218797.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,2.479.567,-,-,-,-,-,-,2.479.567,,2479567.0,,,,,,,2479567.0
Bất động sản đầu tư,Tài sản > Bất động sản đầu tư,Bất động sản đầu tư,-,61.921,-,-,-,-,-,-,61.921,,61921.0,,,,,,,61921.0
Tài sản Có khác – gộp,Tài sản > Tài sản Có khác – gộp,Tài sản Có khác – gộp,1.357.055,7.741.889,-,-,-,-,-,-,9.098.944,1357055.0,7741889.0,,,,,,,9098944.0
,,,6.071.611,20.937.511,5.814.293,122.274.880,7.520.434,4.965.096,34.458.297,3.815.881,205.858.003,6071611.0,20937511.0,5814293.0,122274880.0,7520434.0,4965096.0,34458297.0,3815881.0,205858003.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủ vàNHNNVN,Nợ phải trả > Các khoản nợ Chính phủ vàNHNNVN,Các khoản nợ Chính phủ vàNHNNVN,-,-,3.999.345,1.179.636,-,-,-,-,5.178.981,,,3999345.0,1179636.0,,,,,5178981.0
Tiền gửi và vay các tổ chứctín dụng khác,Nợ phải trả > Tiền gửi và vay các tổ chứctín dụng khác,Tiền gửi và vay các tổ chứctín dụng khác,-,-,1.272.610,1.160.720,-,-,-,-,2.433.330,,,1272610.0,1160720.0,,,,,2433330.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,32.144.667,69.777.102,24.005.793,8.704.727,40.286.672,36,174.918.997,,,32144667.0,69777102.0,24005793.0,8704727.0,40286672.0,36.0,174918997.0
"Vốn tải trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tải trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tải trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro",-,-,-,130.935,-,-,-,30.743,161.678,,,,130935.0,,,,30743.0,161678.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,-,75.000,-,3.000.000,3.075.000,,,,,,75000.0,,3000000.0,3075000.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,2.901.457,-,-,-,-,-,-,2.901.457,,2901457.0,,,,,,,2901457.0
,,,-,2.901.457,37.416.622,72.248.393,24.005.793,8.779.727,40.286.672,3.030.779,188.669.443,,2901457.0,37416622.0,72248393.0,24005793.0,8779727.0,40286672.0,3030779.0,188669443.0
