row_label_raw,row_label_full,col_0,2015,2015_1,numeric__2015,numeric__2015_1
,,,(dã phân loại lại)Triệu VND,(theo báo cáotrước đây)Triệu VND,,
Chi phí cho nhân viên:,Chi phí cho nhân viên:,Chi phí cho nhân viên:,Chi phí cho nhân viên:,Chi phí cho nhân viên:,,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi lương và phụ cấp,Trong đó: > ▪ Chi lương và phụ cấp,▪ Chi lương và phụ cấp,642.236,1.770.980,642236.0,1770980.0
▪ Chi phí khác,Trong đó: > ▪ Chi phí khác,▪ Chi phí khác,1.219.716,90.972,1219716.0,90972.0
