row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2023 VND,Năm 2022 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2023 VND,numeric__Năm 2022 VND
I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế,,360.787.344.734,228.087.949.018,,,360787344734.0,228087949018.0
01,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Điều chỉnh cho các khoản,,(329.939.759.733),(191.600.094.184),,,-329939759733.0,-191600094184.0
02,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Khấu hao tài sản cố định và bất động sản đầu tư,,16.096.257.727,12.972.092.123,,,16096257727.0,12972092123.0
03,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng,,(7.875.813.464),2.345.421.122,,,-7875813464.0,2345421122.0
04,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,2.854.623.400,1.731.694.491,,,2854623400.0,1731694491.0
05,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,"Lãi, lỗ từ hoạt động đầu tư",,(351.515.439.766),(217.835.372.031),,,-351515439766.0,-217835372031.0
06,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay,,1.799.147.419,9.248.499.066,,,1799147419.0,9248499066.0
07,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,Các khoản điều chỉnh khác,,8.701.464.951,(62.428.955),,,8701464951.0,-62428955.0
08,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,30.847.585.001,36.487.854.834,,,30847585001.0,36487854834.0
09,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,"Tăng, giảm các khoản phải thu",,(39.217.975.519),16.956.161.734,,,-39217975519.0,16956161734.0
10,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,"Tăng, giảm hàng tồn kho",,128.672.102.433,(178.568.538.292),,,128672102433.0,-178568538292.0
11,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(33.553.443.152),(25.246.001.494),,,-33553443152.0,-25246001494.0
12,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,"Tăng, giảm chi phí trả trước",,2.617.482.148,(184.261.008),,,2617482148.0,-184261008.0
14,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,,(1.907.640.569),(9.140.005.916),,,-1907640569.0,-9140005916.0
15,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế thu nhập doanh nghiệp đã nộp,,(4.561.247.448),(7.415.219.130),,,-4561247448.0,-7415219130.0
20,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,82.896.862.894,(167.110.009.272),,,82896862894.0,-167110009272.0
II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,,,,
