row_label_raw,row_label_full,- Thuế giá trị gia tăng,Số phải thuđầu nămVND > 233.856.158,Số phải nộpđầu nămVND > 4.302.296.281,Số phải nộptrong nămVND > 16.281.699.390,Số đã thực nộptrong nămVND > 18.924.145.687,Số phải thucuối nămVND > 233.856.158,Số phải nộpcuối nămVND > 1.659.849.984,numeric__Số phải thuđầu nămVND > 233.856.158,numeric__Số phải nộpđầu nămVND > 4.302.296.281,numeric__Số phải nộptrong nămVND > 16.281.699.390,numeric__Số đã thực nộptrong nămVND > 18.924.145.687,numeric__Số phải thucuối nămVND > 233.856.158,numeric__Số phải nộpcuối nămVND > 1.659.849.984
"- Thuế xuất, nhập khẩu","- Thuế xuất, nhập khẩu","- Thuế xuất, nhập khẩu",-,9.925.538.741,18.184.982.669,23.322.492.610,-,4.788.028.800,,9925538741.0,18184982669.0,23322492610.0,,4788028800.0
- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,3.382.185.088,541.278.097,8.936.514.092,4.561.247.448,840.461.352,2.374.821.005,3382185088.0,541278097.0,8936514092.0,4561247448.0,840461352.0,2374821005.0
- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,-,35.222.467,483.568.527,464.121.664,-,54.669.330,,35222467.0,483568527.0,464121664.0,,54669330.0
- Thuế nhà đất và tiền thuê đất,- Thuế nhà đất và tiền thuê đất,- Thuế nhà đất và tiền thuê đất,-,175.916.887,45.762.336,221.679.223,-,-,,175916887.0,45762336.0,221679223.0,,
- Các loại thuế khác,- Các loại thuế khác,- Các loại thuế khác,-,-,3.500.000,3.500.000,-,-,,,3500000.0,3500000.0,,
"- Các khoản phí, lệ phí và các khoản phải nộp khác","- Các khoản phí, lệ phí và các khoản phải nộp khác","- Các khoản phí, lệ phí và các khoản phải nộp khác",-,-,1.601.196.191,1.601.196.191,-,-,,,1601196191.0,1601196191.0,,
,,,3.616.041.246,14.980.252.473,45.537.223.205,49.098.382.823,1.074.317.510,8.877.369.119,3616041246.0,14980252473.0,45537223205.0,49098382823.0,1074317510.0,8877369119.0
