row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2023 VND,Năm 2022 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2023 VND,numeric__Năm 2022 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26,366.584.514.938,385.322.979.961,,26.0,366584514938.0,385322979961.0
02,02,02,2. Các khoản giảm trừ doanh thu,,9.259.259,27.777.777,,,9259259.0,27777777.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,366.575.255.679,385.295.202.184,,,366575255679.0,385295202184.0
11,11,11,4. Giá vốn hàng bán,27,325.971.613.689,347.524.873.255,,27.0,325971613689.0,347524873255.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,40.603.641.990,37.770.328.929,,,40603641990.0,37770328929.0
21,21,21,6. Doanh thu hoạt động tài chính,28,234.586.736.271,469.229.439.183,,28.0,234586736271.0,469229439183.0
22,22,22,7. Chi phí tài chính,29,5.422.868.558,16.105.180.370,,29.0,5422868558.0,16105180370.0
23,23,23,Trong đó: Chi phí lãi vay,,1.799.147.419,9.248.499.066,,,1799147419.0,9248499066.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,117.497.921.768,(251.232.781.159),,,117497921768.0,-251232781159.0
25,25,25,9. Chi phí bán hàng,30,26.143.107.407,6.273.637.784,,30.0,26143107407.0,6273637784.0
26,26,26,10. Chi phí quản lý doanh nghiệp,31,9.937.165.626,12.802.458.637,,31.0,9937165626.0,12802458637.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,351.185.158.438,220.585.710.162,,,351185158438.0,220585710162.0
31,31,31,12. Thu nhập khác,32,10.502.592.420,7.514.710.535,,32.0,10502592420.0,7514710535.0
32,32,32,13. Chi phí khác,,900.406.124,12.471.679,,,900406124.0,12471679.0
40,40,40,14. Lợi nhuận khác,,9.602.186.296,7.502.238.856,,,9602186296.0,7502238856.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,360.787.344.734,228.087.949.018,,,360787344734.0,228087949018.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,33,8.936.514.092,3.475.196.775,,33.0,8936514092.0,3475196775.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,351.850.830.642,224.612.752.243,,,351850830642.0,224612752243.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,348.147.604.458,221.996.674.167,,,348147604458.0,221996674167.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,3.703.226.184,2.616.078.076,,,3703226184.0,2616078076.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,34,1.042,664,,34.0,1042.0,664.0
